customer_id,tower_id,region_customer,plan,monthly_revenue,data_usage_gb,complaint_count,region_tower,technology,tower_health_score,tower_status,problem_indicators,failure_probability,risk_category,recommended_action,network_region,potentially_affected,revenue_at_risk,high_value_customer,high_value_at_risk
C00575,T1357,North,Standard,499,22.43,0,North,5G,78.35,Warning,No Major Issue,19.35,LOW,Normal monitoring,North,False,0,False,False
C00576,T1240,East,Standard,499,18.1,1,East,5G,78.92,Warning,No Major Issue,20.83,LOW,Normal monitoring,East,False,0,False,False
C00577,T1019,South,Unlimited,1199,43.82,0,South,5G,78.07,Warning,No Major Issue,20.83,LOW,Normal monitoring,South,False,0,True,False
C00578,T1499,North,Premium,799,23.84,2,North,5G,78.47,Warning,No Major Issue,22.06,LOW,Normal monitoring,North,False,0,True,False
C00579,T1289,Central,Unlimited,1199,25.43,1,Central,4G,78.71,Warning,No Major Issue,24.34,LOW,Normal monitoring,Central,False,0,True,False
C00580,T1315,West,Standard,499,14.35,2,West,5G,78.06,Warning,No Major Issue,45.37,MEDIUM,Increase monitoring frequency,West,False,0,False,False
C00581,T1492,East,Unlimited,1199,27.39,3,East,5G,78.98,Warning,No Major Issue,80.26,CRITICAL,Immediate technician inspection,East,True,1199,True,True
C00582,T1225,Central,Basic,299,21.12,1,Central,4G,78.59,Warning,No Major Issue,26.34,MEDIUM,Increase monitoring frequency,Central,False,0,False,False
C00583,T1056,South,Premium,799,23.42,0,South,5G,78.56,Warning,No Major Issue,20.31,LOW,Normal monitoring,South,False,0,True,False
C00584,T1070,West,Unlimited,1199,29.42,1,West,4G,78.78,Warning,No Major Issue,20.54,LOW,Normal monitoring,West,False,0,True,False
C00585,T1114,West,Premium,799,28.86,1,West,5G,79.01,Warning,No Major Issue,32.06,MEDIUM,Increase monitoring frequency,West,False,0,True,False
C00586,T1105,West,Basic,299,47.26,2,West,5G,78.9,Warning,No Major Issue,40.5,MEDIUM,Increase monitoring frequency,West,False,0,False,False
C00587,T1355,South,Premium,799,16.8,0,South,5G,78.73,Warning,No Major Issue,20.49,LOW,Normal monitoring,South,False,0,True,False
C00588,T1303,North,Unlimited,1199,29.55,0,North,4G,78.92,Warning,No Major Issue,35.63,MEDIUM,Increase monitoring frequency,North,False,0,True,False
C00589,T1368,East,Basic,299,8.5,1,East,5G,78.72,Warning,No Major Issue,20.71,LOW,Normal monitoring,East,False,0,False,False
C00590,T1091,North,Premium,799,24.89,1,North,5G,78.11,Warning,No Major Issue,14.49,LOW,Normal monitoring,North,False,0,True,False
C00591,T1179,North,Basic,299,35.24,1,North,5G,78.61,Warning,No Major Issue,30.49,MEDIUM,Increase monitoring frequency,North,False,0,False,False
C00592,T1082,Central,Standard,499,25.47,2,Central,4G,78.96,Warning,No Major Issue,28.07,MEDIUM,Increase monitoring frequency,Central,False,0,False,False
C00593,T1236,East,Unlimited,1199,29.3,0,East,4G,77.96,Warning,No Major Issue,18.38,LOW,Normal monitoring,East,False,0,True,False
C00594,T1345,North,Standard,499,20.56,1,North,5G,79.13,Warning,No Major Issue,25.51,MEDIUM,Increase monitoring frequency,North,False,0,False,False
C00595,T1218,North,Premium,799,28.77,0,North,5G,78.8,Warning,No Major Issue,32.5,MEDIUM,Increase monitoring frequency,North,False,0,True,False
C00596,T1120,North,Basic,299,24.84,0,North,5G,79.0,Warning,No Major Issue,34.09,MEDIUM,Increase monitoring frequency,North,False,0,False,False
C00597,T1436,South,Premium,799,38.21,1,South,5G,79.08,Warning,No Major Issue,21.66,LOW,Normal monitoring,South,False,0,True,False
C00598,T1314,North,Premium,799,18.64,1,North,5G,78.11,Warning,No Major Issue,16.29,LOW,Normal monitoring,North,False,0,True,False
C00599,T1469,Central,Premium,799,20.78,1,Central,4G,78.47,Warning,No Major Issue,12.47,LOW,Normal monitoring,Central,False,0,True,False
C00600,T1313,West,Unlimited,1199,29.64,1,West,4G,78.66,Warning,No Major Issue,83.88,CRITICAL,Immediate technician inspection,West,True,1199,True,True
C00601,T1178,Central,Premium,799,30.75,0,Central,5G,78.47,Warning,No Major Issue,75.58,CRITICAL,Immediate technician inspection,Central,True,799,True,True
C00602,T1211,South,Unlimited,1199,15.84,0,South,5G,78.66,Warning,No Major Issue,31.79,MEDIUM,Increase monitoring frequency,South,False,0,True,False
C00603,T1126,West,Premium,799,35.68,2,West,4G,78.23,Warning,No Major Issue,16.69,LOW,Normal monitoring,West,False,0,True,False
C00604,T1497,Central,Premium,799,25.01,0,Central,4G,78.32,Warning,No Major Issue,23.08,LOW,Normal monitoring,Central,False,0,True,False
C00605,T1385,South,Premium,799,27.72,2,South,5G,79.11,Warning,No Major Issue,80.38,CRITICAL,Immediate technician inspection,South,True,799,True,True
C00606,T1447,South,Premium,799,18.06,1,South,5G,79.11,Warning,No Major Issue,19.17,LOW,Normal monitoring,South,False,0,True,False
C00607,T1381,East,Standard,499,8.29,0,East,5G,77.83,Warning,No Major Issue,14.0,LOW,Normal monitoring,East,False,0,False,False
C00608,T1157,Central,Premium,799,24.97,3,Central,4G,79.71,Warning,No Major Issue,28.94,MEDIUM,Increase monitoring frequency,Central,False,0,True,False
C00609,T1402,East,Basic,299,25.17,1,East,5G,79.56,Warning,No Major Issue,28.1,MEDIUM,Increase monitoring frequency,East,False,0,False,False
C00610,T1405,South,Premium,799,27.46,1,South,4G,79.36,Warning,No Major Issue,61.17,HIGH,Schedule preventive maintenance,South,True,799,True,True
C00611,T1313,West,Basic,299,36.39,1,West,4G,78.66,Warning,No Major Issue,83.88,CRITICAL,Immediate technician inspection,West,True,299,False,False
C00612,T1202,East,Standard,499,29.62,1,East,5G,78.96,Warning,No Major Issue,29.95,MEDIUM,Increase monitoring frequency,East,False,0,False,False
C00613,T1385,South,Standard,499,21.98,1,South,5G,79.11,Warning,No Major Issue,80.38,CRITICAL,Immediate technician inspection,South,True,499,False,False
C00614,T1426,North,Premium,799,34.52,1,North,5G,78.43,Warning,No Major Issue,21.12,LOW,Normal monitoring,North,False,0,True,False
C00615,T1141,North,Unlimited,1199,42.9,3,North,4G,79.52,Warning,No Major Issue,28.85,MEDIUM,Increase monitoring frequency,North,False,0,True,False
C00616,T1145,North,Standard,499,25.49,1,North,4G,79.29,Warning,No Major Issue,19.24,LOW,Normal monitoring,North,False,0,False,False
C00617,T1294,Central,Premium,799,13.22,1,Central,4G,78.1,Warning,No Major Issue,36.76,MEDIUM,Increase monitoring frequency,Central,False,0,True,False
C00618,T1449,West,Unlimited,1199,19.51,1,West,4G,78.19,Warning,No Major Issue,33.22,MEDIUM,Increase monitoring frequency,West,False,0,True,False
C00619,T1135,Central,Basic,299,21.15,2,Central,5G,78.78,Warning,No Major Issue,30.36,MEDIUM,Increase monitoring frequency,Central,False,0,False,False
C00620,T1269,East,Standard,499,21.52,1,East,5G,78.33,Warning,No Major Issue,33.7,MEDIUM,Increase monitoring frequency,East,False,0,False,False
C00621,T1074,East,Standard,499,25.02,1,East,5G,78.59,Warning,No Major Issue,28.91,MEDIUM,Increase monitoring frequency,East,False,0,False,False
C00622,T1024,North,Premium,799,8.29,1,North,5G,78.49,Warning,No Major Issue,16.69,LOW,Normal monitoring,North,False,0,True,False
C00623,T1256,West,Unlimited,1199,27.83,3,West,4G,78.96,Warning,No Major Issue,81.58,CRITICAL,Immediate technician inspection,West,True,1199,True,True
C00624,T1065,Central,Unlimited,1199,5.26,2,Central,4G,78.11,Warning,No Major Issue,29.06,MEDIUM,Increase monitoring frequency,Central,False,0,True,False
C00625,T1370,West,Standard,499,25.8,0,West,5G,78.98,Warning,No Major Issue,29.28,MEDIUM,Increase monitoring frequency,West,False,0,False,False
C00626,T1294,Central,Premium,799,17.75,1,Central,4G,78.1,Warning,No Major Issue,36.76,MEDIUM,Increase monitoring frequency,Central,False,0,True,False
C00627,T1051,Central,Standard,499,41.96,0,Central,4G,79.32,Warning,No Major Issue,49.26,MEDIUM,Increase monitoring frequency,Central,False,0,False,False
C00628,T1080,Central,Basic,299,24.51,2,Central,5G,78.66,Warning,No Major Issue,27.01,MEDIUM,Increase monitoring frequency,Central,False,0,False,False
C00629,T1495,East,Basic,299,11.18,5,East,5G,51.45,Critical,No Major Issue,100.0,CRITICAL,Immediate technician inspection,East,True,299,False,False
C00630,T1228,West,Standard,499,27.99,2,West,5G,78.48,Warning,No Major Issue,81.21,CRITICAL,Immediate technician inspection,West,True,499,False,False
C00631,T1031,East,Standard,499,16.27,1,East,5G,78.59,Warning,No Major Issue,17.34,LOW,Normal monitoring,East,False,0,False,False
C00632,T1058,Central,Unlimited,1199,20.46,1,Central,4G,79.03,Warning,No Major Issue,16.61,LOW,Normal monitoring,Central,False,0,True,False
C00633,T1389,South,Basic,299,37.45,1,South,5G,78.78,Warning,No Major Issue,23.46,LOW,Normal monitoring,South,False,0,False,False
C00634,T1245,Central,Premium,799,23.78,4,Central,4G,51.42,Critical,No Major Issue,100.0,CRITICAL,Immediate technician inspection,Central,True,799,True,True
C00635,T1460,Central,Premium,799,0.0,4,Central,5G,79.12,Warning,No Major Issue,24.06,LOW,Normal monitoring,Central,False,0,True,False
C00636,T1098,East,Premium,799,29.5,1,East,4G,78.55,Warning,No Major Issue,17.63,LOW,Normal monitoring,East,False,0,True,False
C00637,T1322,East,Unlimited,1199,11.54,1,East,5G,78.81,Warning,No Major Issue,18.82,LOW,Normal monitoring,East,False,0,True,False
C00638,T1189,West,Premium,799,12.93,1,West,4G,79.05,Warning,No Major Issue,15.94,LOW,Normal monitoring,West,False,0,True,False
C00639,T1241,West,Standard,499,19.86,0,West,4G,78.79,Warning,No Major Issue,25.77,MEDIUM,Increase monitoring frequency,West,False,0,False,False
C00640,T1439,East,Standard,499,26.83,2,East,4G,78.9,Warning,No Major Issue,31.27,MEDIUM,Increase monitoring frequency,East,False,0,False,False
C00641,T1019,South,Standard,499,21.53,1,South,5G,78.07,Warning,No Major Issue,20.83,LOW,Normal monitoring,South,False,0,False,False
C00642,T1005,North,Basic,299,45.81,2,North,4G,79.65,Warning,No Major Issue,84.12,CRITICAL,Immediate technician inspection,North,True,299,False,False
C00643,T1154,Central,Premium,799,38.56,1,Central,4G,78.65,Warning,No Major Issue,26.7,MEDIUM,Increase monitoring frequency,Central,False,0,True,False
C00644,T1290,South,Unlimited,1199,26.48,1,South,5G,78.99,Warning,No Major Issue,23.28,LOW,Normal monitoring,South,False,0,True,False
C00645,T1434,East,Premium,799,33.39,0,East,5G,78.13,Warning,No Major Issue,33.74,MEDIUM,Increase monitoring frequency,East,False,0,True,False
C00646,T1195,North,Basic,299,33.93,2,North,5G,78.64,Warning,No Major Issue,14.45,LOW,Normal monitoring,North,False,0,False,False
C00647,T1075,East,Standard,499,28.92,0,East,4G,78.0,Warning,No Major Issue,18.48,LOW,Normal monitoring,East,False,0,False,False
C00648,T1290,South,Basic,299,19.09,2,South,5G,78.99,Warning,No Major Issue,23.28,LOW,Normal monitoring,South,False,0,False,False
C00649,T1421,North,Basic,299,15.65,1,North,5G,78.85,Warning,No Major Issue,40.0,MEDIUM,Increase monitoring frequency,North,False,0,False,False
C00650,T1072,East,Premium,799,29.43,1,East,5G,78.7,Warning,No Major Issue,29.29,MEDIUM,Increase monitoring frequency,East,False,0,True,False
C00651,T1054,West,Standard,499,27.52,1,West,5G,78.89,Warning,No Major Issue,60.2,HIGH,Schedule preventive maintenance,West,True,499,False,False
C00652,T1398,North,Basic,299,24.58,0,North,4G,78.52,Warning,No Major Issue,20.84,LOW,Normal monitoring,North,False,0,False,False
C00653,T1104,South,Unlimited,1199,18.84,1,South,5G,78.68,Warning,No Major Issue,34.25,MEDIUM,Increase monitoring frequency,South,False,0,True,False
C00654,T1170,West,Unlimited,1199,28.48,0,West,4G,78.93,Warning,No Major Issue,21.62,LOW,Normal monitoring,West,False,0,True,False
C00655,T1442,East,Premium,799,27.57,1,East,4G,78.88,Warning,No Major Issue,14.78,LOW,Normal monitoring,East,False,0,True,False
C00656,T1270,North,Unlimited,1199,31.39,3,North,4G,78.55,Warning,No Major Issue,13.31,LOW,Normal monitoring,North,False,0,True,False
C00657,T1097,Central,Premium,799,41.88,1,Central,5G,78.96,Warning,No Major Issue,22.09,LOW,Normal monitoring,Central,False,0,True,False
C00658,T1298,South,Premium,799,25.27,6,South,4G,50.78,Critical,No Major Issue,100.0,CRITICAL,Immediate technician inspection,South,True,799,True,True
C00659,T1493,West,Basic,299,17.33,0,West,4G,77.93,Warning,No Major Issue,28.38,MEDIUM,Increase monitoring frequency,West,False,0,False,False
C00660,T1284,East,Unlimited,1199,15.64,1,East,4G,79.69,Warning,No Major Issue,27.51,MEDIUM,Increase monitoring frequency,East,False,0,True,False
C00661,T1497,Central,Basic,299,20.71,1,Central,4G,78.32,Warning,No Major Issue,23.08,LOW,Normal monitoring,Central,False,0,False,False
C00662,T1472,South,Standard,499,22.24,1,South,4G,50.55,Critical,No Major Issue,100.0,CRITICAL,Immediate technician inspection,South,True,499,False,False
C00663,T1133,South,Premium,799,32.91,0,South,4G,78.53,Warning,No Major Issue,21.4,LOW,Normal monitoring,South,False,0,True,False
C00664,T1282,North,Premium,799,9.27,0,North,5G,78.47,Warning,No Major Issue,7.53,LOW,Normal monitoring,North,False,0,True,False
C00665,T1096,West,Premium,799,5.04,0,West,5G,78.9,Warning,No Major Issue,28.54,MEDIUM,Increase monitoring frequency,West,False,0,True,False
C00666,T1356,West,Premium,799,36.6,0,West,4G,80.3,Healthy,No Major Issue,86.93,CRITICAL,Immediate technician inspection,West,True,799,True,True
C00667,T1203,North,Unlimited,1199,22.03,0,North,5G,78.26,Warning,No Major Issue,25.42,MEDIUM,Increase monitoring frequency,North,False,0,True,False
C00668,T1113,South,Basic,299,6.9,4,South,4G,79.63,Warning,No Major Issue,88.05,CRITICAL,Immediate technician inspection,South,True,299,False,False
C00669,T1037,South,Standard,499,37.94,7,South,5G,50.65,Critical,No Major Issue,100.0,CRITICAL,Immediate technician inspection,South,True,499,False,False
C00670,T1281,South,Premium,799,21.54,0,South,4G,78.99,Warning,No Major Issue,26.94,MEDIUM,Increase monitoring frequency,South,False,0,True,False
C00671,T1024,North,Standard,499,32.04,2,North,5G,78.49,Warning,No Major Issue,16.69,LOW,Normal monitoring,North,False,0,False,False
C00672,T1151,East,Standard,499,22.46,1,East,4G,78.6,Warning,No Major Issue,66.78,HIGH,Schedule preventive maintenance,East,True,499,False,False
C00673,T1097,Central,Unlimited,1199,32.47,3,Central,5G,78.96,Warning,No Major Issue,22.09,LOW,Normal monitoring,Central,False,0,True,False
C00674,T1080,Central,Standard,499,29.51,2,Central,5G,78.66,Warning,No Major Issue,27.01,MEDIUM,Increase monitoring frequency,Central,False,0,False,False
C00675,T1017,South,Standard,499,9.65,2,South,5G,78.58,Warning,No Major Issue,11.57,LOW,Normal monitoring,South,False,0,False,False
C00676,T1099,North,Premium,799,33.17,2,North,4G,79.06,Warning,No Major Issue,25.22,MEDIUM,Increase monitoring frequency,North,False,0,True,False
C00677,T1234,East,Premium,799,5.71,1,East,5G,78.4,Warning,No Major Issue,18.8,LOW,Normal monitoring,East,False,0,True,False
C00678,T1093,West,Premium,799,18.08,0,West,4G,78.56,Warning,No Major Issue,29.21,MEDIUM,Increase monitoring frequency,West,False,0,True,False
C00679,T1208,East,Standard,499,4.1,1,East,4G,78.77,Warning,No Major Issue,20.01,LOW,Normal monitoring,East,False,0,False,False
C00680,T1335,Central,Basic,299,18.98,2,Central,5G,78.3,Warning,No Major Issue,16.76,LOW,Normal monitoring,Central,False,0,False,False
C00681,T1009,East,Premium,799,17.66,0,East,4G,78.4,Warning,No Major Issue,27.01,MEDIUM,Increase monitoring frequency,East,False,0,True,False
C00682,T1118,North,Unlimited,1199,27.33,1,North,4G,78.61,Warning,No Major Issue,9.23,LOW,Normal monitoring,North,False,0,True,False
C00683,T1365,Central,Unlimited,1199,21.03,0,Central,4G,79.68,Warning,No Major Issue,37.58,MEDIUM,Increase monitoring frequency,Central,False,0,True,False
C00684,T1258,East,Unlimited,1199,30.39,0,East,4G,79.39,Warning,No Major Issue,16.06,LOW,Normal monitoring,East,False,0,True,False
C00685,T1400,South,Basic,299,27.73,0,South,5G,79.29,Warning,No Major Issue,44.35,MEDIUM,Increase monitoring frequency,South,False,0,False,False
C00686,T1016,East,Premium,799,27.31,0,East,4G,78.25,Warning,No Major Issue,29.03,MEDIUM,Increase monitoring frequency,East,False,0,True,False
C00687,T1363,East,Standard,499,12.7,2,East,4G,77.78,Warning,No Major Issue,25.35,MEDIUM,Increase monitoring frequency,East,False,0,False,False
C00688,T1291,West,Premium,799,27.59,3,West,5G,78.66,Warning,No Major Issue,11.6,LOW,Normal monitoring,West,False,0,True,False
C00689,T1195,North,Basic,299,8.94,3,North,5G,78.64,Warning,No Major Issue,14.45,LOW,Normal monitoring,North,False,0,False,False
C00690,T1078,Central,Basic,299,28.83,5,Central,4G,51.04,Critical,No Major Issue,100.0,CRITICAL,Immediate technician inspection,Central,True,299,False,False
C00691,T1224,East,Premium,799,32.55,0,East,4G,78.68,Warning,No Major Issue,41.81,MEDIUM,Increase monitoring frequency,East,False,0,True,False
C00692,T1032,East,Unlimited,1199,18.94,1,East,5G,78.77,Warning,No Major Issue,19.42,LOW,Normal monitoring,East,False,0,True,False
C00693,T1134,South,Standard,499,0.0,3,South,4G,78.25,Warning,No Major Issue,12.75,LOW,Normal monitoring,South,False,0,False,False
C00694,T1019,South,Premium,799,24.31,1,South,5G,78.07,Warning,No Major Issue,20.83,LOW,Normal monitoring,South,False,0,True,False
C00695,T1106,West,Premium,799,22.93,1,West,4G,78.42,Warning,No Major Issue,17.19,LOW,Normal monitoring,West,False,0,True,False
C00696,T1029,North,Standard,499,35.51,0,North,5G,78.61,Warning,No Major Issue,15.77,LOW,Normal monitoring,North,False,0,False,False
C00697,T1116,East,Premium,799,36.83,0,East,5G,78.19,Warning,No Major Issue,18.67,LOW,Normal monitoring,East,False,0,True,False
C00698,T1484,North,Basic,299,19.97,1,North,4G,78.46,Warning,No Major Issue,22.53,LOW,Normal monitoring,North,False,0,False,False
C00699,T1083,South,Standard,499,31.86,0,South,5G,79.41,Warning,No Major Issue,20.99,LOW,Normal monitoring,South,False,0,False,False
C00700,T1417,Central,Premium,799,40.39,3,Central,4G,78.09,Warning,No Major Issue,13.81,LOW,Normal monitoring,Central,False,0,True,False
C00701,T1216,North,Unlimited,1199,36.41,5,North,5G,51.43,Critical,No Major Issue,100.0,CRITICAL,Immediate technician inspection,North,True,1199,True,True
C00702,T1092,West,Unlimited,1199,39.26,0,West,4G,78.4,Warning,No Major Issue,19.91,LOW,Normal monitoring,West,False,0,True,False
C00703,T1384,East,Premium,799,25.9,1,East,4G,78.88,Warning,No Major Issue,16.65,LOW,Normal monitoring,East,False,0,True,False
C00704,T1373,Central,Standard,499,28.19,0,Central,5G,78.49,Warning,No Major Issue,83.98,CRITICAL,Immediate technician inspection,Central,True,499,False,False
C00705,T1101,West,Standard,499,22.96,0,West,4G,78.69,Warning,No Major Issue,15.99,LOW,Normal monitoring,West,False,0,False,False
C00706,T1068,Central,Standard,499,42.26,0,Central,5G,78.84,Warning,No Major Issue,24.83,LOW,Normal monitoring,Central,False,0,False,False
C00707,T1319,East,Standard,499,26.82,1,East,4G,79.01,Warning,No Major Issue,16.27,LOW,Normal monitoring,East,False,0,False,False
C00708,T1004,South,Standard,499,17.52,0,South,5G,78.82,Warning,No Major Issue,25.38,MEDIUM,Increase monitoring frequency,South,False,0,False,False
C00709,T1008,East,Standard,499,26.41,2,East,4G,77.1,Warning,No Major Issue,20.61,LOW,Normal monitoring,East,False,0,False,False
C00710,T1169,West,Unlimited,1199,33.23,0,West,5G,78.69,Warning,No Major Issue,65.76,HIGH,Schedule preventive maintenance,West,True,1199,True,True
C00711,T1293,North,Basic,299,14.2,0,North,5G,78.76,Warning,No Major Issue,25.2,MEDIUM,Increase monitoring frequency,North,False,0,False,False
C00712,T1110,East,Standard,499,16.84,1,East,4G,78.66,Warning,No Major Issue,23.08,LOW,Normal monitoring,East,False,0,False,False
C00713,T1449,West,Basic,299,28.63,0,West,4G,78.19,Warning,No Major Issue,33.22,MEDIUM,Increase monitoring frequency,West,False,0,False,False
C00714,T1117,Central,Basic,299,20.63,2,Central,4G,78.66,Warning,No Major Issue,33.16,MEDIUM,Increase monitoring frequency,Central,False,0,False,False
C00715,T1112,North,Standard,499,21.66,1,North,4G,79.36,Warning,No Major Issue,27.04,MEDIUM,Increase monitoring frequency,North,False,0,False,False
C00716,T1129,West,Unlimited,1199,21.79,4,West,5G,50.72,Critical,No Major Issue,100.0,CRITICAL,Immediate technician inspection,West,True,1199,True,True
C00717,T1225,Central,Basic,299,39.88,2,Central,4G,78.59,Warning,No Major Issue,26.34,MEDIUM,Increase monitoring frequency,Central,False,0,False,False
C00718,T1375,Central,Basic,299,19.32,1,Central,5G,79.02,Warning,No Major Issue,35.12,MEDIUM,Increase monitoring frequency,Central,False,0,False,False
C00719,T1343,North,Unlimited,1199,32.92,2,North,4G,78.5,Warning,No Major Issue,35.7,MEDIUM,Increase monitoring frequency,North,False,0,True,False
C00720,T1401,South,Unlimited,1199,36.25,1,South,5G,78.82,Warning,No Major Issue,25.45,MEDIUM,Increase monitoring frequency,South,False,0,True,False
C00721,T1186,East,Basic,299,12.9,2,East,4G,78.12,Warning,No Major Issue,22.83,LOW,Normal monitoring,East,False,0,False,False
C00722,T1224,East,Unlimited,1199,16.42,0,East,4G,78.68,Warning,No Major Issue,41.81,MEDIUM,Increase monitoring frequency,East,False,0,True,False
C00723,T1072,East,Unlimited,1199,24.73,1,East,5G,78.7,Warning,No Major Issue,29.29,MEDIUM,Increase monitoring frequency,East,False,0,True,False
C00724,T1312,West,Premium,799,17.38,1,West,5G,78.5,Warning,No Major Issue,28.37,MEDIUM,Increase monitoring frequency,West,False,0,True,False
C00725,T1384,East,Premium,799,30.31,2,East,4G,78.88,Warning,No Major Issue,16.65,LOW,Normal monitoring,East,False,0,True,False
C00726,T1127,Central,Basic,299,38.61,0,Central,5G,78.37,Warning,No Major Issue,71.46,HIGH,Schedule preventive maintenance,Central,True,299,False,False
C00727,T1088,South,Premium,799,33.96,0,South,4G,78.33,Warning,No Major Issue,22.06,LOW,Normal monitoring,South,False,0,True,False
C00728,T1328,West,Premium,799,34.66,1,West,5G,78.68,Warning,No Major Issue,57.4,HIGH,Schedule preventive maintenance,West,True,799,True,True
C00729,T1107,Central,Basic,299,27.84,0,Central,4G,78.79,Warning,No Major Issue,27.96,MEDIUM,Increase monitoring frequency,Central,False,0,False,False
C00730,T1040,North,Standard,499,41.82,3,North,5G,78.6,Warning,No Major Issue,25.59,MEDIUM,Increase monitoring frequency,North,False,0,False,False
C00731,T1466,South,Standard,499,29.64,0,South,5G,79.56,Warning,No Major Issue,31.53,MEDIUM,Increase monitoring frequency,South,False,0,False,False
C00732,T1376,Central,Premium,799,21.31,2,Central,4G,78.61,Warning,No Major Issue,33.12,MEDIUM,Increase monitoring frequency,Central,False,0,True,False
C00733,T1417,Central,Unlimited,1199,20.44,3,Central,4G,78.09,Warning,No Major Issue,13.81,LOW,Normal monitoring,Central,False,0,True,False
C00734,T1087,East,Standard,499,43.69,1,East,4G,78.5,Warning,No Major Issue,37.7,MEDIUM,Increase monitoring frequency,East,False,0,False,False
C00735,T1014,South,Standard,499,27.0,2,South,5G,78.06,Warning,No Major Issue,12.5,LOW,Normal monitoring,South,False,0,False,False
C00736,T1138,South,Standard,499,24.86,1,South,5G,78.3,Warning,No Major Issue,35.81,MEDIUM,Increase monitoring frequency,South,False,0,False,False
C00737,T1023,East,Standard,499,17.33,0,East,5G,79.13,Warning,No Major Issue,25.58,MEDIUM,Increase monitoring frequency,East,False,0,False,False
C00738,T1276,West,Premium,799,33.18,3,West,5G,79.43,Warning,No Major Issue,24.11,LOW,Normal monitoring,West,False,0,True,False
C00739,T1234,East,Basic,299,26.08,0,East,5G,78.4,Warning,No Major Issue,18.8,LOW,Normal monitoring,East,False,0,False,False
C00740,T1484,North,Basic,299,25.82,0,North,4G,78.46,Warning,No Major Issue,22.53,LOW,Normal monitoring,North,False,0,False,False
C00741,T1046,East,Unlimited,1199,35.09,0,East,5G,79.15,Warning,No Major Issue,25.4,MEDIUM,Increase monitoring frequency,East,False,0,True,False
C00742,T1367,Central,Standard,499,9.06,2,Central,4G,78.78,Warning,No Major Issue,21.57,LOW,Normal monitoring,Central,False,0,False,False
C00743,T1490,East,Standard,499,34.65,1,East,4G,79.51,Warning,No Major Issue,46.61,MEDIUM,Increase monitoring frequency,East,False,0,False,False
C00744,T1338,West,Standard,499,19.78,0,West,4G,78.83,Warning,No Major Issue,23.63,LOW,Normal monitoring,West,False,0,False,False
C00745,T1149,North,Basic,299,36.46,0,North,4G,78.66,Warning,No Major Issue,15.54,LOW,Normal monitoring,North,False,0,False,False
C00746,T1451,South,Premium,799,21.7,1,South,4G,78.42,Warning,No Major Issue,25.94,MEDIUM,Increase monitoring frequency,South,False,0,True,False
C00747,T1029,North,Unlimited,1199,38.41,2,North,5G,78.61,Warning,No Major Issue,15.77,LOW,Normal monitoring,North,False,0,True,False
C00748,T1416,West,Unlimited,1199,18.68,1,West,4G,79.11,Warning,No Major Issue,37.73,MEDIUM,Increase monitoring frequency,West,False,0,True,False
C00749,T1469,Central,Premium,799,8.85,0,Central,4G,78.47,Warning,No Major Issue,12.47,LOW,Normal monitoring,Central,False,0,True,False
C00750,T1338,West,Unlimited,1199,18.2,0,West,4G,78.83,Warning,No Major Issue,23.63,LOW,Normal monitoring,West,False,0,True,False
C00751,T1373,Central,Basic,299,28.05,1,Central,5G,78.49,Warning,No Major Issue,83.98,CRITICAL,Immediate technician inspection,Central,True,299,False,False
C00752,T1425,Central,Unlimited,1199,30.56,2,Central,4G,78.61,Warning,No Major Issue,79.23,CRITICAL,Immediate technician inspection,Central,True,1199,True,True
C00753,T1328,West,Unlimited,1199,32.51,1,West,5G,78.68,Warning,No Major Issue,57.4,HIGH,Schedule preventive maintenance,West,True,1199,True,True
C00754,T1164,Central,Premium,799,29.99,0,Central,5G,79.55,Warning,No Major Issue,16.92,LOW,Normal monitoring,Central,False,0,True,False
C00755,T1211,South,Basic,299,23.9,0,South,5G,78.66,Warning,No Major Issue,31.79,MEDIUM,Increase monitoring frequency,South,False,0,False,False
C00756,T1318,East,Standard,499,30.15,1,East,4G,78.31,Warning,No Major Issue,25.72,MEDIUM,Increase monitoring frequency,East,False,0,False,False
C00757,T1473,North,Premium,799,12.97,3,North,5G,78.77,Warning,No Major Issue,29.86,MEDIUM,Increase monitoring frequency,North,False,0,True,False
C00758,T1025,North,Unlimited,1199,34.7,0,North,5G,79.22,Warning,No Major Issue,43.45,MEDIUM,Increase monitoring frequency,North,False,0,True,False
C00759,T1184,South,Standard,499,16.37,9,South,4G,51.27,Critical,No Major Issue,100.0,CRITICAL,Immediate technician inspection,South,True,499,False,False
C00760,T1446,West,Unlimited,1199,17.17,1,West,4G,78.63,Warning,No Major Issue,25.05,MEDIUM,Increase monitoring frequency,West,False,0,True,False
C00761,T1078,Central,Unlimited,1199,18.78,4,Central,4G,51.04,Critical,No Major Issue,100.0,CRITICAL,Immediate technician inspection,Central,True,1199,True,True
C00762,T1173,Central,Basic,299,24.87,1,Central,5G,78.79,Warning,No Major Issue,35.11,MEDIUM,Increase monitoring frequency,Central,False,0,False,False
C00763,T1092,West,Standard,499,0.59,3,West,4G,78.4,Warning,No Major Issue,19.91,LOW,Normal monitoring,West,False,0,False,False
C00764,T1162,North,Basic,299,35.84,0,North,5G,79.32,Warning,No Major Issue,34.42,MEDIUM,Increase monitoring frequency,North,False,0,False,False
C00765,T1410,West,Premium,799,28.58,0,West,4G,79.09,Warning,No Major Issue,37.91,MEDIUM,Increase monitoring frequency,West,False,0,True,False
