event_id,timestamp,tower_id,event_type,severity
E02515,2026-01-26 06:00:00,T1060,High Latency,High
E02516,2026-01-11 12:00:00,T1156,Low Signal,Low
E02517,2026-01-18 12:00:00,T1083,Call Drop,Low
E02518,2026-01-24 06:00:00,T1473,Connection Failure,High
E02519,2026-01-13 12:00:00,T1228,High Latency,Low
E02520,2026-01-13 18:00:00,T1198,Call Drop,Medium
E02521,2026-01-14 18:00:00,T1266,High CPU,High
E02522,2026-01-25 18:00:00,T1265,High CPU,Low
E02523,2026-01-30 00:00:00,T1289,Call Drop,Low
E02524,2026-01-08 12:00:00,T1354,High CPU,Low
E02525,2026-01-29 12:00:00,T1371,High CPU,Low
E02526,2026-01-26 12:00:00,T1144,Call Drop,Low
E02527,2026-01-15 00:00:00,T1095,Connection Failure,Low
E02528,2026-01-09 12:00:00,T1153,Low Signal,Low
E02529,2026-01-14 00:00:00,T1287,High Latency,Medium
E02530,2026-01-15 06:00:00,T1129,High CPU,Low
E02531,2026-01-02 18:00:00,T1463,Call Drop,Critical
E02532,2026-01-20 06:00:00,T1446,High CPU,Low
E02533,2026-01-13 00:00:00,T1129,Packet Loss,Low
E02534,2026-01-18 00:00:00,T1086,Packet Loss,Low
E02535,2026-01-20 00:00:00,T1267,Low Signal,High
E02536,2026-01-21 12:00:00,T1286,High CPU,Low
E02537,2026-01-01 18:00:00,T1235,Call Drop,Low
E02538,2026-01-19 06:00:00,T1097,Traffic Spike,High
E02539,2026-01-06 12:00:00,T1321,Connection Failure,Critical
E02540,2026-01-27 18:00:00,T1231,Low Signal,Medium
E02541,2026-01-22 18:00:00,T1395,Traffic Spike,Low
E02542,2026-01-16 18:00:00,T1390,High Latency,Medium
E02543,2026-01-14 18:00:00,T1092,Low Signal,Low
E02544,2026-01-28 18:00:00,T1391,High Latency,Low
E02545,2026-01-26 06:00:00,T1119,Traffic Spike,Medium
E02546,2026-01-26 00:00:00,T1106,Packet Loss,Low
E02547,2026-01-05 18:00:00,T1101,Packet Loss,Low
E02548,2026-01-20 18:00:00,T1419,Call Drop,Low
E02549,2026-01-13 18:00:00,T1129,Call Drop,High
E02550,2026-01-19 18:00:00,T1141,Connection Failure,Low
E02551,2026-01-08 18:00:00,T1160,Call Drop,Low
E02552,2026-01-26 06:00:00,T1489,Traffic Spike,Low
E02553,2026-01-21 12:00:00,T1288,Call Drop,Low
E02554,2026-01-21 18:00:00,T1055,Connection Failure,Low
E02555,2026-01-18 00:00:00,T1463,Traffic Spike,Low
E02556,2026-01-28 06:00:00,T1090,Call Drop,High
E02557,2026-01-18 00:00:00,T1083,High Latency,Medium
E02558,2026-01-06 00:00:00,T1301,Call Drop,Low
E02559,2026-01-11 00:00:00,T1197,Call Drop,Medium
E02560,2026-01-17 18:00:00,T1204,High CPU,Low
E02561,2026-01-02 00:00:00,T1020,High CPU,Low
E02562,2026-01-07 00:00:00,T1111,Traffic Spike,High
E02563,2026-01-26 12:00:00,T1068,High Latency,High
E02564,2026-01-04 12:00:00,T1456,Low Signal,Low
E02565,2026-01-23 12:00:00,T1263,Low Signal,High
E02566,2026-01-14 18:00:00,T1236,Traffic Spike,Low
E02567,2026-01-06 18:00:00,T1415,Connection Failure,High
E02568,2026-01-27 06:00:00,T1372,Traffic Spike,Low
E02569,2026-01-27 12:00:00,T1122,Connection Failure,High
E02570,2026-01-10 06:00:00,T1315,High Latency,Low
E02571,2026-01-09 12:00:00,T1137,Connection Failure,Low
E02572,2026-01-03 18:00:00,T1193,Traffic Spike,High
E02573,2026-01-06 12:00:00,T1342,High Latency,Medium
E02574,2026-01-03 00:00:00,T1144,Packet Loss,Low
E02575,2026-01-03 18:00:00,T1157,Packet Loss,Medium
E02576,2026-01-14 12:00:00,T1326,Traffic Spike,Low
E02577,2026-01-21 18:00:00,T1130,Call Drop,Medium
E02578,2026-01-12 12:00:00,T1459,Connection Failure,Medium
E02579,2026-01-27 00:00:00,T1065,Packet Loss,Medium
E02580,2026-01-09 18:00:00,T1277,Connection Failure,Medium
E02581,2026-01-09 12:00:00,T1223,Low Signal,Low
E02582,2026-01-20 06:00:00,T1446,Low Signal,Critical
E02583,2026-01-20 00:00:00,T1459,Call Drop,Medium
E02584,2026-01-11 06:00:00,T1423,Call Drop,High
E02585,2026-01-09 06:00:00,T1327,Call Drop,Medium
E02586,2026-01-27 18:00:00,T1493,Packet Loss,High
E02587,2026-01-22 18:00:00,T1272,Traffic Spike,Medium
E02588,2026-01-16 00:00:00,T1001,Traffic Spike,Medium
E02589,2026-01-17 12:00:00,T1400,Low Signal,Low
E02590,2026-01-28 00:00:00,T1170,Packet Loss,Medium
E02591,2026-01-25 00:00:00,T1131,Connection Failure,Medium
E02592,2026-01-03 12:00:00,T1316,High Latency,Low
E02593,2026-01-18 06:00:00,T1448,Low Signal,Low
E02594,2026-01-12 12:00:00,T1388,Traffic Spike,Low
E02595,2026-01-12 00:00:00,T1364,Packet Loss,Low
E02596,2026-01-01 18:00:00,T1315,High Latency,Low
E02597,2026-01-26 12:00:00,T1484,Traffic Spike,Medium
E02598,2026-01-21 18:00:00,T1111,Packet Loss,Low
E02599,2026-01-01 06:00:00,T1404,High Latency,Low
E02600,2026-01-13 12:00:00,T1139,Packet Loss,Critical
E02601,2026-01-26 12:00:00,T1305,Call Drop,High
E02602,2026-01-05 00:00:00,T1388,Low Signal,Low
E02603,2026-01-01 00:00:00,T1344,High CPU,Critical
E02604,2026-01-30 06:00:00,T1399,High Latency,Medium
E02605,2026-01-30 00:00:00,T1478,Connection Failure,Medium
E02606,2026-01-01 12:00:00,T1124,Low Signal,Low
E02607,2026-01-28 00:00:00,T1013,Packet Loss,Medium
E02608,2026-01-24 06:00:00,T1324,Packet Loss,Medium
E02609,2026-01-29 18:00:00,T1081,Packet Loss,Low
E02610,2026-01-22 12:00:00,T1169,Traffic Spike,Medium
E02611,2026-01-12 18:00:00,T1361,Traffic Spike,Low
E02612,2026-01-10 18:00:00,T1258,Call Drop,Low
E02613,2026-01-24 18:00:00,T1176,High CPU,Medium
E02614,2026-01-26 06:00:00,T1427,High CPU,Low
E02615,2026-01-25 12:00:00,T1297,Packet Loss,Low
E02616,2026-01-22 12:00:00,T1296,High Latency,Critical
E02617,2026-01-17 12:00:00,T1258,Traffic Spike,Low
E02618,2026-01-17 06:00:00,T1225,Traffic Spike,High
E02619,2026-01-28 00:00:00,T1481,Low Signal,High
E02620,2026-01-16 06:00:00,T1174,Low Signal,High
E02621,2026-01-08 18:00:00,T1260,High CPU,Low
E02622,2026-01-28 00:00:00,T1349,High CPU,Medium
E02623,2026-01-27 12:00:00,T1221,Low Signal,Medium
E02624,2026-01-25 12:00:00,T1438,Connection Failure,Medium
E02625,2026-01-23 00:00:00,T1325,Traffic Spike,Low
E02626,2026-01-11 18:00:00,T1149,Packet Loss,Medium
E02627,2026-01-24 18:00:00,T1347,Low Signal,Low
E02628,2026-01-07 06:00:00,T1458,Connection Failure,Low
E02629,2026-01-26 18:00:00,T1273,Call Drop,Medium
E02630,2026-01-11 00:00:00,T1421,Traffic Spike,Medium
E02631,2026-01-02 06:00:00,T1445,High Latency,Low
E02632,2026-01-22 06:00:00,T1453,High Latency,Low
E02633,2026-01-29 00:00:00,T1406,Connection Failure,Critical
E02634,2026-01-19 00:00:00,T1106,Low Signal,Low
E02635,2026-01-30 12:00:00,T1132,Connection Failure,Critical
E02636,2026-01-20 06:00:00,T1097,High Latency,Low
E02637,2026-01-26 12:00:00,T1322,Traffic Spike,High
E02638,2026-01-01 18:00:00,T1137,Packet Loss,Medium
E02639,2026-01-16 00:00:00,T1293,High CPU,Medium
E02640,2026-01-22 00:00:00,T1383,High Latency,Low
E02641,2026-01-25 06:00:00,T1029,Traffic Spike,Low
E02642,2026-01-06 00:00:00,T1465,Low Signal,Low
E02643,2026-01-21 12:00:00,T1412,Packet Loss,High
E02644,2026-01-21 18:00:00,T1042,Connection Failure,Medium
E02645,2026-01-16 00:00:00,T1140,High Latency,Low
E02646,2026-01-08 12:00:00,T1293,Packet Loss,Low
E02647,2026-01-12 06:00:00,T1215,Low Signal,Medium
E02648,2026-01-08 00:00:00,T1278,Low Signal,High
E02649,2026-01-25 06:00:00,T1390,High Latency,Medium
E02650,2026-01-24 18:00:00,T1038,High Latency,Medium
E02651,2026-01-08 06:00:00,T1268,High Latency,Low
E02652,2026-01-30 00:00:00,T1291,High Latency,High
E02653,2026-01-10 00:00:00,T1252,Traffic Spike,Medium
E02654,2026-01-13 12:00:00,T1448,Packet Loss,High
E02655,2026-01-13 00:00:00,T1281,Traffic Spike,Low
E02656,2026-01-28 06:00:00,T1284,High Latency,Low
E02657,2026-01-07 06:00:00,T1071,Traffic Spike,Critical
E02658,2026-01-27 12:00:00,T1195,Call Drop,Low
E02659,2026-01-13 00:00:00,T1019,Traffic Spike,Low
E02660,2026-01-15 06:00:00,T1220,Connection Failure,High
E02661,2026-01-18 06:00:00,T1270,High Latency,Low
E02662,2026-01-04 00:00:00,T1278,High Latency,Low
E02663,2026-01-20 00:00:00,T1412,High CPU,Medium
E02664,2026-01-20 00:00:00,T1241,Low Signal,Low
E02665,2026-01-15 00:00:00,T1048,Low Signal,Low
E02666,2026-01-09 18:00:00,T1200,Low Signal,High
E02667,2026-01-24 12:00:00,T1219,High CPU,Medium
E02668,2026-01-25 12:00:00,T1232,Connection Failure,Medium
E02669,2026-01-08 06:00:00,T1453,Connection Failure,Medium
E02670,2026-01-24 12:00:00,T1445,Low Signal,Medium
E02671,2026-01-30 12:00:00,T1372,Traffic Spike,Low
E02672,2026-01-03 00:00:00,T1308,Traffic Spike,Medium
E02673,2026-01-23 06:00:00,T1316,Low Signal,High
E02674,2026-01-17 12:00:00,T1247,High CPU,Medium
E02675,2026-01-11 06:00:00,T1205,Packet Loss,Medium
E02676,2026-01-01 12:00:00,T1275,Call Drop,High
E02677,2026-01-09 06:00:00,T1099,High Latency,Low
E02678,2026-01-18 06:00:00,T1418,High Latency,Medium
E02679,2026-01-02 00:00:00,T1434,High Latency,Low
E02680,2026-01-25 18:00:00,T1487,Call Drop,Low
E02681,2026-01-12 06:00:00,T1228,Traffic Spike,Medium
E02682,2026-01-14 12:00:00,T1315,Traffic Spike,Medium
E02683,2026-01-14 06:00:00,T1485,High CPU,Low
E02684,2026-01-04 18:00:00,T1041,Traffic Spike,High
E02685,2026-01-21 06:00:00,T1419,High Latency,Low
E02686,2026-01-12 06:00:00,T1414,High Latency,Low
E02687,2026-01-06 18:00:00,T1490,Packet Loss,Medium
E02688,2026-01-01 00:00:00,T1443,Traffic Spike,High
E02689,2026-01-09 00:00:00,T1470,High CPU,High
E02690,2026-01-23 18:00:00,T1263,Low Signal,Low
E02691,2026-01-25 12:00:00,T1085,High CPU,Low
E02692,2026-01-23 06:00:00,T1155,High Latency,Low
E02693,2026-01-22 18:00:00,T1163,Connection Failure,Low
E02694,2026-01-05 18:00:00,T1051,High Latency,Medium
E02695,2026-01-04 00:00:00,T1264,High CPU,Medium
E02696,2026-01-28 18:00:00,T1048,Connection Failure,High
E02697,2026-01-08 12:00:00,T1498,Packet Loss,Low
E02698,2026-01-30 18:00:00,T1077,Connection Failure,Low
E02699,2026-01-15 00:00:00,T1334,High Latency,Low
E02700,2026-01-01 18:00:00,T1391,High CPU,Low
E02701,2026-01-14 12:00:00,T1330,Connection Failure,Critical
E02702,2026-01-10 00:00:00,T1425,Call Drop,Low
E02703,2026-01-12 12:00:00,T1120,Connection Failure,Medium
E02704,2026-01-07 18:00:00,T1171,Call Drop,Critical
E02705,2026-01-06 12:00:00,T1175,Connection Failure,Low
E02706,2026-01-18 18:00:00,T1194,Low Signal,Low
E02707,2026-01-08 12:00:00,T1385,High Latency,Low
E02708,2026-01-13 00:00:00,T1461,Packet Loss,Medium
E02709,2026-01-22 06:00:00,T1498,Low Signal,Low
E02710,2026-01-01 00:00:00,T1424,Call Drop,Medium
E02711,2026-01-29 12:00:00,T1008,Low Signal,Medium
E02712,2026-01-22 18:00:00,T1031,Traffic Spike,Medium
E02713,2026-01-12 00:00:00,T1039,High CPU,Medium
E02714,2026-01-24 06:00:00,T1194,Packet Loss,Low
E02715,2026-01-10 18:00:00,T1333,Connection Failure,Low
E02716,2026-01-19 18:00:00,T1367,High Latency,Medium
E02717,2026-01-21 12:00:00,T1185,Low Signal,Medium
E02718,2026-01-08 06:00:00,T1439,Traffic Spike,Medium
E02719,2026-01-10 00:00:00,T1396,Connection Failure,Low
E02720,2026-01-22 00:00:00,T1387,Connection Failure,Low
E02721,2026-01-25 00:00:00,T1376,Call Drop,Medium
E02722,2026-01-14 18:00:00,T1373,High Latency,Medium
E02723,2026-01-30 06:00:00,T1405,High Latency,Critical
E02724,2026-01-18 00:00:00,T1294,Call Drop,High
E02725,2026-01-17 06:00:00,T1327,Call Drop,High
E02726,2026-01-27 06:00:00,T1140,Connection Failure,Low
E02727,2026-01-17 00:00:00,T1222,Low Signal,Critical
E02728,2026-01-16 18:00:00,T1267,High CPU,Medium
E02729,2026-01-30 06:00:00,T1387,Call Drop,Low
E02730,2026-01-29 12:00:00,T1150,High Latency,Medium
E02731,2026-01-13 06:00:00,T1237,High Latency,High
E02732,2026-01-24 12:00:00,T1251,Packet Loss,Low
E02733,2026-01-10 18:00:00,T1208,Call Drop,Low
E02734,2026-01-07 06:00:00,T1327,Connection Failure,Medium
E02735,2026-01-10 18:00:00,T1373,High Latency,Medium
E02736,2026-01-21 06:00:00,T1486,High CPU,High
E02737,2026-01-14 06:00:00,T1053,High CPU,Medium
E02738,2026-01-18 12:00:00,T1020,Call Drop,Low
E02739,2026-01-05 18:00:00,T1404,Packet Loss,Low
E02740,2026-01-07 06:00:00,T1463,High Latency,High
E02741,2026-01-11 00:00:00,T1095,Packet Loss,Medium
E02742,2026-01-27 18:00:00,T1486,Connection Failure,Critical
E02743,2026-01-09 00:00:00,T1114,Call Drop,Medium
E02744,2026-01-15 12:00:00,T1318,Call Drop,High
E02745,2026-01-14 12:00:00,T1239,Low Signal,Low
E02746,2026-01-05 12:00:00,T1393,Connection Failure,High
E02747,2026-01-17 12:00:00,T1205,Traffic Spike,Low
E02748,2026-01-06 00:00:00,T1303,Connection Failure,Low
E02749,2026-01-04 06:00:00,T1236,Call Drop,Medium
E02750,2026-01-21 12:00:00,T1073,Call Drop,Low
E02751,2026-01-01 12:00:00,T1232,High Latency,Medium
E02752,2026-01-26 18:00:00,T1181,Call Drop,Medium
E02753,2026-01-17 00:00:00,T1363,Connection Failure,Low
E02754,2026-01-18 18:00:00,T1159,High CPU,Low
E02755,2026-01-18 06:00:00,T1115,High Latency,Low
E02756,2026-01-02 18:00:00,T1223,High CPU,Medium
E02757,2026-01-12 12:00:00,T1100,High CPU,Low
E02758,2026-01-28 06:00:00,T1469,Call Drop,Low
E02759,2026-01-27 00:00:00,T1146,Connection Failure,High
E02760,2026-01-07 12:00:00,T1339,Traffic Spike,Low
E02761,2026-01-16 18:00:00,T1055,Low Signal,High
E02762,2026-01-14 00:00:00,T1159,Traffic Spike,Low
E02763,2026-01-21 00:00:00,T1052,High Latency,Medium
E02764,2026-01-22 18:00:00,T1149,Traffic Spike,Low
E02765,2026-01-22 00:00:00,T1328,Low Signal,Low
E02766,2026-01-17 06:00:00,T1295,Traffic Spike,Low
E02767,2026-01-10 00:00:00,T1128,Low Signal,Low
E02768,2026-01-16 00:00:00,T1234,Packet Loss,High
E02769,2026-01-23 00:00:00,T1250,Call Drop,Low
E02770,2026-01-11 06:00:00,T1256,Traffic Spike,High
E02771,2026-01-27 00:00:00,T1002,Low Signal,Low
E02772,2026-01-16 12:00:00,T1138,High Latency,High
E02773,2026-01-22 06:00:00,T1001,High Latency,Medium
E02774,2026-01-29 06:00:00,T1497,Packet Loss,Medium
E02775,2026-01-28 18:00:00,T1022,Call Drop,High
E02776,2026-01-20 18:00:00,T1309,Call Drop,Medium
E02777,2026-01-02 06:00:00,T1151,Low Signal,Medium
E02778,2026-01-14 12:00:00,T1237,Call Drop,Low
E02779,2026-01-21 12:00:00,T1212,High CPU,Low
E02780,2026-01-17 00:00:00,T1066,Packet Loss,Low
E02781,2026-01-13 12:00:00,T1449,Connection Failure,Low
E02782,2026-01-02 00:00:00,T1211,High CPU,Low
E02783,2026-01-18 00:00:00,T1296,Low Signal,High
E02784,2026-01-17 00:00:00,T1441,High Latency,Medium
E02785,2026-01-01 12:00:00,T1000,Packet Loss,Low
E02786,2026-01-18 18:00:00,T1078,Traffic Spike,Medium
E02787,2026-01-21 06:00:00,T1245,Traffic Spike,Medium
E02788,2026-01-21 06:00:00,T1433,High Latency,High
E02789,2026-01-01 18:00:00,T1097,High Latency,Low
E02790,2026-01-18 00:00:00,T1439,Traffic Spike,Low
E02791,2026-01-06 06:00:00,T1377,Packet Loss,High
E02792,2026-01-15 18:00:00,T1302,Low Signal,Low
E02793,2026-01-12 12:00:00,T1057,High Latency,Low
E02794,2026-01-03 00:00:00,T1356,Connection Failure,Low
E02795,2026-01-22 06:00:00,T1398,Connection Failure,Medium
E02796,2026-01-22 06:00:00,T1317,Traffic Spike,High
E02797,2026-01-10 06:00:00,T1304,Low Signal,Medium
E02798,2026-01-11 06:00:00,T1110,Call Drop,Medium
E02799,2026-01-29 18:00:00,T1360,Packet Loss,Medium
E02800,2026-01-29 18:00:00,T1394,Low Signal,Medium
E02801,2026-01-11 12:00:00,T1315,High CPU,Low
E02802,2026-01-05 06:00:00,T1312,Packet Loss,Low
E02803,2026-01-17 12:00:00,T1434,Connection Failure,High
E02804,2026-01-29 06:00:00,T1076,Call Drop,Low
E02805,2026-01-21 00:00:00,T1110,Connection Failure,Low
E02806,2026-01-01 12:00:00,T1307,Call Drop,Critical
E02807,2026-01-16 12:00:00,T1284,Packet Loss,Low
E02808,2026-01-05 18:00:00,T1325,High Latency,Low
E02809,2026-01-20 00:00:00,T1299,Traffic Spike,High
E02810,2026-01-27 12:00:00,T1439,High Latency,Low
E02811,2026-01-11 06:00:00,T1289,Low Signal,Low
E02812,2026-01-20 00:00:00,T1237,Call Drop,Low
E02813,2026-01-30 00:00:00,T1134,Traffic Spike,Low
E02814,2026-01-20 00:00:00,T1487,Connection Failure,Medium
E02815,2026-01-09 12:00:00,T1262,Traffic Spike,Medium
E02816,2026-01-24 18:00:00,T1274,Call Drop,Medium
E02817,2026-01-27 00:00:00,T1021,High CPU,High
E02818,2026-01-06 18:00:00,T1215,Call Drop,Medium
E02819,2026-01-01 18:00:00,T1430,Low Signal,Low
E02820,2026-01-27 00:00:00,T1010,High CPU,Medium
E02821,2026-01-12 18:00:00,T1011,Traffic Spike,Low
E02822,2026-01-29 18:00:00,T1291,Call Drop,High
E02823,2026-01-25 12:00:00,T1493,Connection Failure,Low
E02824,2026-01-22 06:00:00,T1075,Call Drop,Low
E02825,2026-01-29 12:00:00,T1419,Traffic Spike,Medium
E02826,2026-01-01 12:00:00,T1256,Connection Failure,High
E02827,2026-01-01 00:00:00,T1373,High Latency,Low
E02828,2026-01-18 00:00:00,T1334,Packet Loss,Medium
E02829,2026-01-28 06:00:00,T1194,Call Drop,Medium
E02830,2026-01-20 12:00:00,T1150,Traffic Spike,Low
E02831,2026-01-01 06:00:00,T1019,Call Drop,Low
E02832,2026-01-02 18:00:00,T1354,Low Signal,Low
E02833,2026-01-10 12:00:00,T1071,Traffic Spike,Low
E02834,2026-01-12 18:00:00,T1318,Low Signal,Low
E02835,2026-01-27 12:00:00,T1081,High CPU,Low
E02836,2026-01-15 18:00:00,T1147,Packet Loss,Critical
E02837,2026-01-02 06:00:00,T1490,Call Drop,Low
E02838,2026-01-18 00:00:00,T1342,High CPU,Low
E02839,2026-01-22 00:00:00,T1401,High Latency,Medium
E02840,2026-01-14 06:00:00,T1424,Call Drop,Medium
E02841,2026-01-21 00:00:00,T1157,High CPU,Low
E02842,2026-01-29 06:00:00,T1135,High Latency,Medium
E02843,2026-01-07 00:00:00,T1080,Call Drop,Medium
E02844,2026-01-16 12:00:00,T1288,Connection Failure,Low
E02845,2026-01-27 18:00:00,T1397,High CPU,Medium
E02846,2026-01-06 18:00:00,T1384,Connection Failure,Low
E02847,2026-01-12 12:00:00,T1230,Call Drop,Low
E02848,2026-01-14 12:00:00,T1260,Connection Failure,High
E02849,2026-01-01 18:00:00,T1184,Traffic Spike,Low
E02850,2026-01-17 18:00:00,T1495,High CPU,Low
E02851,2026-01-10 18:00:00,T1205,High Latency,Low
E02852,2026-01-02 06:00:00,T1026,Call Drop,Low
E02853,2026-01-21 12:00:00,T1207,Call Drop,High
E02854,2026-01-10 18:00:00,T1122,High CPU,Medium
E02855,2026-01-19 12:00:00,T1069,Low Signal,Medium
E02856,2026-01-10 12:00:00,T1260,Connection Failure,Low
E02857,2026-01-04 12:00:00,T1418,Call Drop,Low
E02858,2026-01-24 18:00:00,T1341,Packet Loss,Medium
E02859,2026-01-02 18:00:00,T1246,High CPU,High
E02860,2026-01-04 00:00:00,T1332,High CPU,Low
E02861,2026-01-21 00:00:00,T1201,Packet Loss,Medium
E02862,2026-01-28 12:00:00,T1225,Low Signal,Medium
E02863,2026-01-19 12:00:00,T1166,Packet Loss,Low
E02864,2026-01-04 06:00:00,T1268,Packet Loss,High
E02865,2026-01-05 12:00:00,T1331,High Latency,Medium
E02866,2026-01-15 18:00:00,T1314,Low Signal,Low
E02867,2026-01-01 00:00:00,T1266,Low Signal,Medium
E02868,2026-01-23 18:00:00,T1226,Call Drop,High
E02869,2026-01-13 00:00:00,T1099,Traffic Spike,Low
E02870,2026-01-01 12:00:00,T1319,High CPU,Low
E02871,2026-01-09 06:00:00,T1050,Low Signal,Low
E02872,2026-01-09 18:00:00,T1394,Call Drop,Critical
E02873,2026-01-21 12:00:00,T1105,Traffic Spike,Low
E02874,2026-01-17 06:00:00,T1356,Low Signal,Medium
E02875,2026-01-13 00:00:00,T1041,Low Signal,High
E02876,2026-01-16 18:00:00,T1340,Connection Failure,Low
E02877,2026-01-11 00:00:00,T1372,High CPU,Low
E02878,2026-01-26 18:00:00,T1041,Low Signal,Low
E02879,2026-01-03 18:00:00,T1371,Traffic Spike,Medium
E02880,2026-01-21 00:00:00,T1018,Traffic Spike,Low
E02881,2026-01-03 06:00:00,T1339,Connection Failure,Low
E02882,2026-01-23 18:00:00,T1163,Call Drop,Low
E02883,2026-01-21 12:00:00,T1464,Call Drop,Medium
E02884,2026-01-25 18:00:00,T1275,Connection Failure,Medium
E02885,2026-01-19 00:00:00,T1191,Low Signal,Low
E02886,2026-01-03 06:00:00,T1264,High Latency,Low
E02887,2026-01-15 06:00:00,T1123,High Latency,Medium
E02888,2026-01-23 06:00:00,T1355,Call Drop,Medium
E02889,2026-01-04 06:00:00,T1157,Low Signal,Low
E02890,2026-01-09 12:00:00,T1380,High CPU,Medium
E02891,2026-01-06 12:00:00,T1103,Low Signal,Medium
E02892,2026-01-24 06:00:00,T1493,Call Drop,Low
E02893,2026-01-16 00:00:00,T1428,High Latency,Medium
E02894,2026-01-26 18:00:00,T1091,Call Drop,Medium
E02895,2026-01-04 12:00:00,T1170,High CPU,Low
E02896,2026-01-14 06:00:00,T1420,Packet Loss,Low
E02897,2026-01-05 06:00:00,T1028,High Latency,Low
E02898,2026-01-29 00:00:00,T1324,Packet Loss,Medium
E02899,2026-01-02 18:00:00,T1038,High Latency,Medium
E02900,2026-01-16 18:00:00,T1436,Packet Loss,High
E02901,2026-01-07 06:00:00,T1140,Call Drop,Medium
E02902,2026-01-06 18:00:00,T1001,Packet Loss,Low
E02903,2026-01-13 12:00:00,T1187,High Latency,Medium
E02904,2026-01-06 18:00:00,T1326,High Latency,High
E02905,2026-01-05 00:00:00,T1169,Call Drop,Medium
E02906,2026-01-03 12:00:00,T1448,Low Signal,Medium
E02907,2026-01-08 12:00:00,T1372,Traffic Spike,High
E02908,2026-01-05 06:00:00,T1243,Low Signal,Low
E02909,2026-01-12 00:00:00,T1259,Call Drop,Medium
E02910,2026-01-22 12:00:00,T1406,High CPU,Low
E02911,2026-01-02 06:00:00,T1198,Traffic Spike,Medium
E02912,2026-01-11 12:00:00,T1125,Low Signal,Low
E02913,2026-01-06 12:00:00,T1449,High Latency,High
E02914,2026-01-24 12:00:00,T1474,Traffic Spike,High
E02915,2026-01-02 18:00:00,T1121,High Latency,Critical
E02916,2026-01-20 00:00:00,T1115,High Latency,Low
E02917,2026-01-17 06:00:00,T1335,Connection Failure,Low
E02918,2026-01-06 06:00:00,T1324,Call Drop,Low
E02919,2026-01-02 12:00:00,T1251,Connection Failure,Medium
E02920,2026-01-22 06:00:00,T1462,Packet Loss,Low
E02921,2026-01-12 18:00:00,T1486,Packet Loss,Medium
E02922,2026-01-18 00:00:00,T1302,High CPU,Medium
E02923,2026-01-09 06:00:00,T1284,High CPU,Medium
E02924,2026-01-10 18:00:00,T1224,High CPU,Medium
E02925,2026-01-28 12:00:00,T1022,Low Signal,Low
E02926,2026-01-07 06:00:00,T1364,High CPU,Low
E02927,2026-01-24 06:00:00,T1319,Connection Failure,Medium
E02928,2026-01-19 12:00:00,T1000,High Latency,Low
E02929,2026-01-29 12:00:00,T1233,High Latency,Low
E02930,2026-01-11 00:00:00,T1413,Call Drop,Low
E02931,2026-01-13 12:00:00,T1429,Traffic Spike,Low
E02932,2026-01-25 00:00:00,T1304,Low Signal,Low
E02933,2026-01-30 18:00:00,T1273,Traffic Spike,Medium
E02934,2026-01-26 06:00:00,T1443,Packet Loss,Low
E02935,2026-01-06 00:00:00,T1148,Call Drop,Low
E02936,2026-01-13 06:00:00,T1031,Low Signal,Low
E02937,2026-01-28 00:00:00,T1053,Traffic Spike,Low
E02938,2026-01-16 00:00:00,T1288,Low Signal,High
E02939,2026-01-25 06:00:00,T1195,Call Drop,Medium
E02940,2026-01-22 00:00:00,T1390,Traffic Spike,Low
E02941,2026-01-05 00:00:00,T1367,Traffic Spike,Low
E02942,2026-01-04 06:00:00,T1203,Traffic Spike,Low
E02943,2026-01-18 18:00:00,T1080,Low Signal,High
E02944,2026-01-25 00:00:00,T1497,Call Drop,Low
E02945,2026-01-05 12:00:00,T1394,Call Drop,Low
E02946,2026-01-09 06:00:00,T1074,Packet Loss,Low
E02947,2026-01-05 06:00:00,T1011,Low Signal,Low
E02948,2026-01-02 00:00:00,T1359,High Latency,Low
E02949,2026-01-15 06:00:00,T1066,High CPU,Medium
E02950,2026-01-09 06:00:00,T1082,Call Drop,Low
E02951,2026-01-27 18:00:00,T1300,High CPU,Low
E02952,2026-01-08 12:00:00,T1477,Packet Loss,Medium
E02953,2026-01-11 18:00:00,T1309,High Latency,Medium
E02954,2026-01-14 06:00:00,T1248,High CPU,Low
E02955,2026-01-23 12:00:00,T1377,Connection Failure,Medium
E02956,2026-01-13 12:00:00,T1409,High Latency,High
E02957,2026-01-25 18:00:00,T1275,Connection Failure,Medium
E02958,2026-01-07 18:00:00,T1185,High Latency,High
E02959,2026-01-18 06:00:00,T1001,High Latency,Medium
E02960,2026-01-20 00:00:00,T1020,Connection Failure,Low
E02961,2026-01-08 18:00:00,T1476,High Latency,Low
E02962,2026-01-07 00:00:00,T1485,Low Signal,Critical
E02963,2026-01-16 06:00:00,T1216,Connection Failure,Low
E02964,2026-01-30 06:00:00,T1381,Connection Failure,Low
E02965,2026-01-10 12:00:00,T1074,Traffic Spike,Medium
E02966,2026-01-19 18:00:00,T1279,Low Signal,Low
E02967,2026-01-07 06:00:00,T1232,Low Signal,Low
E02968,2026-01-17 06:00:00,T1484,High Latency,Low
E02969,2026-01-20 06:00:00,T1085,Packet Loss,Low
E02970,2026-01-17 06:00:00,T1082,Packet Loss,Medium
E02971,2026-01-03 06:00:00,T1402,High CPU,High
E02972,2026-01-06 06:00:00,T1166,Packet Loss,Low
E02973,2026-01-13 06:00:00,T1014,Connection Failure,Medium
