customer_id,tower_id,region,plan,monthly_revenue,data_usage_gb,complaint_count
C02478,T1461,Central,Basic,299,33.67,1
C02479,T1168,South,Basic,299,14.86,2
C02480,T1102,North,Unlimited,1199,28.4,0
C02481,T1396,South,Basic,299,23.62,2
C02482,T1058,Central,Unlimited,1199,22.25,1
C02483,T1027,North,Standard,499,44.75,1
C02484,T1211,South,Premium,799,9.08,0
C02485,T1021,West,Unlimited,1199,23.67,1
C02486,T1450,South,Basic,299,22.44,1
C02487,T1104,South,Basic,299,14.9,1
C02488,T1262,East,Basic,299,27.82,0
C02489,T1265,South,Basic,299,43.19,2
C02490,T1232,South,Standard,499,42.08,1
C02491,T1205,Central,Standard,499,27.84,7
C02492,T1084,East,Unlimited,1199,45.58,5
C02493,T1281,South,Standard,499,21.62,1
C02494,T1333,North,Premium,799,41.19,2
C02495,T1426,North,Premium,799,18.31,1
C02496,T1431,Central,Premium,799,34.97,0
C02497,T1385,South,Basic,299,40.41,3
C02498,T1338,West,Basic,299,29.13,3
C02499,T1234,East,Standard,499,16.79,1
C02500,T1264,South,Premium,799,8.03,0
C02501,T1487,Central,Standard,499,15.37,2
C02502,T1328,West,Unlimited,1199,31.47,0
C02503,T1323,Central,Premium,799,16.24,1
C02504,T1045,West,Basic,299,18.91,1
C02505,T1214,South,Basic,299,11.67,5
C02506,T1479,Central,Basic,299,30.85,2
C02507,T1368,East,Unlimited,1199,24.0,1
C02508,T1439,East,Basic,299,37.79,1
C02509,T1087,East,Unlimited,1199,39.55,2
C02510,T1207,South,Unlimited,1199,16.2,0
C02511,T1067,East,Basic,299,11.25,2
C02512,T1285,North,Basic,299,29.35,0
C02513,T1271,Central,Standard,499,29.98,2
C02514,T1430,South,Basic,299,21.6,2
C02515,T1122,Central,Basic,299,21.89,1
C02516,T1233,West,Basic,299,34.67,3
C02517,T1325,North,Standard,499,10.23,0
C02518,T1472,South,Unlimited,1199,22.82,4
C02519,T1344,East,Premium,799,35.97,0
C02520,T1143,Central,Premium,799,33.17,1
C02521,T1111,East,Premium,799,32.21,0
C02522,T1411,West,Unlimited,1199,16.61,2
C02523,T1322,East,Standard,499,17.98,0
C02524,T1328,West,Premium,799,22.34,1
C02525,T1171,Central,Unlimited,1199,5.09,0
C02526,T1460,Central,Basic,299,1.99,0
C02527,T1041,South,Standard,499,45.02,0
C02528,T1005,North,Premium,799,1.39,2
C02529,T1414,South,Standard,499,40.15,1
C02530,T1152,Central,Standard,499,10.26,3
C02531,T1336,East,Premium,799,24.58,1
C02532,T1110,East,Unlimited,1199,16.43,1
C02533,T1305,Central,Basic,299,10.4,2
C02534,T1299,South,Basic,299,20.9,1
C02535,T1480,East,Standard,499,15.81,1
C02536,T1489,East,Standard,499,21.92,4
C02537,T1234,East,Premium,799,11.69,1
C02538,T1127,Central,Basic,299,32.73,0
C02539,T1093,West,Premium,799,11.74,0
C02540,T1291,West,Unlimited,1199,29.96,0
C02541,T1207,South,Basic,299,11.36,1
C02542,T1127,Central,Unlimited,1199,30.49,2
C02543,T1332,South,Unlimited,1199,0.91,3
C02544,T1000,North,Standard,499,34.0,0
C02545,T1470,South,Premium,799,28.98,1
C02546,T1124,East,Unlimited,1199,32.58,0
C02547,T1162,North,Standard,499,20.8,1
C02548,T1432,South,Premium,799,36.88,1
C02549,T1021,West,Premium,799,14.79,2
C02550,T1181,West,Standard,499,20.11,2
C02551,T1357,North,Unlimited,1199,22.17,0
C02552,T1130,South,Basic,299,20.21,0
C02553,T1358,South,Unlimited,1199,10.63,2
C02554,T1404,West,Premium,799,33.36,3
C02555,T1347,Central,Basic,299,39.64,1
C02556,T1497,Central,Standard,499,36.93,0
C02557,T1447,South,Unlimited,1199,37.38,1
C02558,T1423,West,Premium,799,28.47,0
C02559,T1430,South,Standard,499,17.77,0
C02560,T1060,South,Premium,799,20.65,0
C02561,T1447,South,Unlimited,1199,10.51,0
C02562,T1255,Central,Standard,499,32.1,0
C02563,T1265,South,Premium,799,24.21,1
C02564,T1141,North,Unlimited,1199,37.65,2
C02565,T1210,East,Standard,499,26.57,1
C02566,T1101,West,Standard,499,22.39,1
C02567,T1118,North,Unlimited,1199,25.68,1
C02568,T1019,South,Unlimited,1199,39.78,1
C02569,T1206,Central,Unlimited,1199,17.19,1
C02570,T1309,East,Unlimited,1199,8.11,2
C02571,T1145,North,Basic,299,13.83,0
C02572,T1066,West,Premium,799,18.26,2
C02573,T1297,Central,Premium,799,0.97,0
C02574,T1290,South,Unlimited,1199,23.44,0
C02575,T1495,East,Standard,499,23.34,3
C02576,T1383,Central,Basic,299,22.27,1
C02577,T1487,Central,Premium,799,24.11,1
C02578,T1095,Central,Unlimited,1199,9.36,3
C02579,T1094,Central,Standard,499,14.74,0
C02580,T1492,East,Unlimited,1199,25.91,0
C02581,T1288,West,Standard,499,22.25,0
C02582,T1005,North,Unlimited,1199,26.01,1
C02583,T1213,Central,Unlimited,1199,10.22,3
C02584,T1037,South,Unlimited,1199,26.36,6
C02585,T1298,South,Unlimited,1199,22.85,3
C02586,T1096,West,Premium,799,29.51,1
C02587,T1193,South,Standard,499,15.81,6
C02588,T1468,North,Standard,499,14.38,0
C02589,T1110,East,Premium,799,54.18,1
C02590,T1384,East,Unlimited,1199,19.48,1
C02591,T1442,East,Unlimited,1199,15.29,0
C02592,T1284,East,Unlimited,1199,37.18,2
C02593,T1363,East,Unlimited,1199,17.91,0
C02594,T1230,East,Standard,499,39.83,2
C02595,T1190,East,Unlimited,1199,24.3,0
C02596,T1006,Central,Premium,799,18.93,1
C02597,T1062,North,Standard,499,22.95,0
C02598,T1130,South,Standard,499,30.92,2
C02599,T1025,North,Premium,799,13.56,2
C02600,T1458,North,Standard,499,12.61,0
C02601,T1048,Central,Premium,799,13.11,0
C02602,T1102,North,Standard,499,22.44,0
C02603,T1499,North,Basic,299,13.72,0
C02604,T1079,Central,Standard,499,37.65,5
C02605,T1206,Central,Basic,299,34.24,2
C02606,T1015,North,Basic,299,50.64,1
C02607,T1459,South,Basic,299,24.09,3
C02608,T1148,South,Premium,799,25.84,0
C02609,T1025,North,Unlimited,1199,32.21,1
C02610,T1476,East,Unlimited,1199,30.26,0
C02611,T1075,East,Basic,299,37.04,1
C02612,T1489,East,Premium,799,33.63,1
C02613,T1379,South,Standard,499,19.82,1
C02614,T1436,South,Basic,299,36.34,1
C02615,T1445,East,Premium,799,17.68,6
C02616,T1036,Central,Standard,499,17.82,0
C02617,T1153,West,Basic,299,20.2,2
C02618,T1008,East,Standard,499,19.88,3
C02619,T1264,South,Unlimited,1199,35.29,2
C02620,T1164,Central,Standard,499,25.34,1
C02621,T1461,Central,Unlimited,1199,29.51,0
C02622,T1067,East,Basic,299,32.84,0
C02623,T1302,Central,Unlimited,1199,14.01,1
C02624,T1329,South,Premium,799,7.88,1
C02625,T1426,North,Unlimited,1199,31.56,1
C02626,T1152,Central,Standard,499,27.28,0
C02627,T1380,West,Standard,499,38.61,0
C02628,T1151,East,Basic,299,0.66,2
C02629,T1168,South,Standard,499,15.13,2
C02630,T1028,East,Standard,499,12.52,1
C02631,T1119,North,Premium,799,22.51,1
C02632,T1425,Central,Standard,499,27.01,1
C02633,T1015,North,Unlimited,1199,28.43,1
C02634,T1218,North,Unlimited,1199,10.92,0
C02635,T1311,East,Basic,299,22.21,1
C02636,T1318,East,Premium,799,15.46,5
C02637,T1286,West,Unlimited,1199,16.51,1
C02638,T1064,Central,Basic,299,16.81,0
C02639,T1332,South,Premium,799,7.6,2
C02640,T1205,Central,Standard,499,37.98,2
C02641,T1043,West,Unlimited,1199,24.92,0
C02642,T1337,South,Premium,799,3.07,5
C02643,T1321,East,Basic,299,32.3,2
C02644,T1229,North,Unlimited,1199,21.45,4
C02645,T1051,Central,Unlimited,1199,23.45,1
C02646,T1292,South,Premium,799,21.48,3
C02647,T1245,Central,Standard,499,37.28,5
C02648,T1434,East,Basic,299,24.07,0
C02649,T1158,West,Standard,499,31.29,3
C02650,T1407,East,Premium,799,22.26,4
C02651,T1251,West,Premium,799,27.3,2
C02652,T1061,South,Standard,499,33.06,2
C02653,T1162,North,Standard,499,37.59,3
C02654,T1493,West,Basic,299,10.95,1
C02655,T1336,East,Standard,499,6.6,1
C02656,T1246,East,Premium,799,25.08,1
C02657,T1435,South,Unlimited,1199,28.47,0
C02658,T1049,West,Basic,299,13.07,1
C02659,T1026,South,Unlimited,1199,22.44,0
C02660,T1250,North,Unlimited,1199,15.35,0
C02661,T1100,South,Standard,499,37.43,0
C02662,T1037,South,Unlimited,1199,11.81,7
C02663,T1031,East,Standard,499,38.45,1
C02664,T1214,South,Basic,299,19.92,7
C02665,T1390,North,Standard,499,28.65,1
C02666,T1494,West,Basic,299,15.49,0
C02667,T1075,East,Premium,799,23.33,1
C02668,T1426,North,Basic,299,22.78,1
C02669,T1302,Central,Standard,499,26.16,0
C02670,T1264,South,Unlimited,1199,14.84,2
C02671,T1099,North,Standard,499,30.42,0
C02672,T1235,North,Basic,299,18.32,1
C02673,T1097,Central,Premium,799,4.73,0
C02674,T1374,North,Standard,499,22.31,0
C02675,T1414,South,Premium,799,23.62,1
C02676,T1436,South,Premium,799,10.67,1
C02677,T1140,East,Unlimited,1199,22.72,1
C02678,T1146,South,Basic,299,32.4,1
C02679,T1399,East,Premium,799,31.83,1
C02680,T1252,North,Unlimited,1199,14.18,1
C02681,T1013,West,Unlimited,1199,29.55,1
C02682,T1383,Central,Unlimited,1199,26.93,0
C02683,T1443,East,Standard,499,17.35,1
C02684,T1396,South,Standard,499,19.42,1
C02685,T1161,Central,Basic,299,24.7,1
C02686,T1472,South,Basic,299,33.75,4
C02687,T1211,South,Premium,799,45.37,0
C02688,T1039,West,Basic,299,30.86,0
C02689,T1402,East,Unlimited,1199,56.57,0
C02690,T1322,East,Basic,299,27.55,0
C02691,T1470,South,Premium,799,30.41,1
C02692,T1045,West,Unlimited,1199,38.81,4
C02693,T1355,South,Standard,499,18.84,2
C02694,T1492,East,Standard,499,17.78,3
C02695,T1442,East,Premium,799,30.95,0
C02696,T1040,North,Premium,799,33.77,1
C02697,T1180,North,Unlimited,1199,29.34,0
C02698,T1098,East,Premium,799,2.99,0
C02699,T1018,East,Basic,299,15.18,6
C02700,T1406,East,Premium,799,27.21,0
C02701,T1260,West,Basic,299,20.92,0
C02702,T1176,South,Premium,799,30.24,0
C02703,T1278,East,Basic,299,15.23,1
C02704,T1164,Central,Unlimited,1199,0.0,2
C02705,T1133,South,Premium,799,24.87,2
C02706,T1367,Central,Unlimited,1199,31.58,2
C02707,T1342,Central,Premium,799,23.34,1
C02708,T1127,Central,Basic,299,10.02,0
C02709,T1471,Central,Unlimited,1199,14.76,1
C02710,T1331,Central,Unlimited,1199,30.48,1
C02711,T1420,Central,Unlimited,1199,36.28,2
C02712,T1001,North,Basic,299,24.16,0
C02713,T1145,North,Basic,299,12.23,1
C02714,T1300,South,Standard,499,28.62,1
C02715,T1456,Central,Basic,299,13.08,1
C02716,T1367,Central,Premium,799,25.12,2
C02717,T1163,Central,Premium,799,18.17,1
C02718,T1060,South,Premium,799,5.78,2
C02719,T1009,East,Standard,499,35.97,1
C02720,T1309,East,Standard,499,21.14,3
C02721,T1091,North,Basic,299,24.14,0
C02722,T1411,West,Basic,299,10.84,1
C02723,T1348,East,Standard,499,29.71,1
C02724,T1301,North,Unlimited,1199,26.59,0
C02725,T1201,Central,Standard,499,8.12,2
C02726,T1392,North,Basic,299,21.72,1
C02727,T1122,Central,Premium,799,32.89,0
C02728,T1468,North,Unlimited,1199,21.27,1
C02729,T1350,Central,Premium,799,30.68,1
C02730,T1321,East,Basic,299,26.25,0
C02731,T1337,South,Unlimited,1199,19.3,6
C02732,T1276,West,Basic,299,23.92,1
C02733,T1077,East,Unlimited,1199,29.39,1
C02734,T1164,Central,Standard,499,31.02,1
C02735,T1311,East,Premium,799,24.16,3
C02736,T1046,East,Unlimited,1199,17.79,1
C02737,T1144,East,Unlimited,1199,20.56,2
C02738,T1363,East,Standard,499,24.85,0
C02739,T1443,East,Standard,499,35.58,0
C02740,T1369,West,Standard,499,27.44,1
C02741,T1175,East,Unlimited,1199,55.96,2
C02742,T1067,East,Standard,499,39.13,2
C02743,T1028,East,Standard,499,17.41,1
C02744,T1309,East,Unlimited,1199,25.02,0
C02745,T1153,West,Premium,799,30.48,2
C02746,T1435,South,Basic,299,22.53,2
C02747,T1257,Central,Basic,299,22.9,1
C02748,T1390,North,Unlimited,1199,35.67,1
C02749,T1249,Central,Basic,299,20.59,0
C02750,T1258,East,Unlimited,1199,43.14,2
C02751,T1496,West,Basic,299,15.67,2
C02752,T1305,Central,Standard,499,21.87,1
C02753,T1021,West,Basic,299,36.28,0
C02754,T1306,East,Basic,299,13.16,5
C02755,T1429,North,Premium,799,11.17,0
C02756,T1443,East,Standard,499,22.69,1
C02757,T1040,North,Basic,299,29.9,2
C02758,T1102,North,Standard,499,21.27,2
C02759,T1415,North,Unlimited,1199,27.56,1
C02760,T1193,South,Basic,299,27.97,1
C02761,T1171,Central,Premium,799,30.14,2
C02762,T1283,West,Premium,799,33.81,0
C02763,T1287,South,Basic,299,29.87,1
C02764,T1175,East,Standard,499,19.95,2
C02765,T1409,North,Unlimited,1199,17.7,6
C02766,T1123,East,Standard,499,12.44,1
C02767,T1057,East,Unlimited,1199,22.28,0
C02768,T1016,East,Premium,799,23.05,0
C02769,T1232,South,Standard,499,31.87,0
C02770,T1075,East,Basic,299,8.24,0
C02771,T1160,South,Standard,499,26.32,0
C02772,T1307,West,Unlimited,1199,21.88,0
C02773,T1347,Central,Basic,299,25.44,1
C02774,T1243,East,Unlimited,1199,35.05,3
C02775,T1487,Central,Premium,799,33.76,1
C02776,T1186,East,Premium,799,22.69,2
C02777,T1151,East,Unlimited,1199,37.03,3
C02778,T1371,East,Basic,299,13.46,0
C02779,T1442,East,Standard,499,23.25,2
C02780,T1470,South,Standard,499,30.78,1
C02781,T1040,North,Unlimited,1199,23.63,0
C02782,T1384,East,Basic,299,23.13,1
C02783,T1148,South,Unlimited,1199,40.54,1
C02784,T1381,East,Basic,299,0.98,0
C02785,T1421,North,Premium,799,36.63,0
C02786,T1373,Central,Standard,499,4.79,1
C02787,T1295,West,Premium,799,27.6,0
C02788,T1215,North,Unlimited,1199,35.08,1
C02789,T1411,West,Unlimited,1199,20.77,0
C02790,T1208,East,Standard,499,22.96,0
C02791,T1446,West,Unlimited,1199,7.53,0
C02792,T1092,West,Standard,499,0.0,1
C02793,T1167,South,Unlimited,1199,12.26,2
C02794,T1472,South,Basic,299,17.43,4
C02795,T1118,North,Basic,299,26.76,1
C02796,T1070,West,Unlimited,1199,16.37,0
C02797,T1037,South,Premium,799,28.3,1
C02798,T1066,West,Premium,799,21.17,2
C02799,T1248,North,Unlimited,1199,37.06,1
C02800,T1003,Central,Standard,499,31.17,0
C02801,T1464,South,Unlimited,1199,44.49,1
C02802,T1264,South,Unlimited,1199,23.24,0
C02803,T1024,North,Premium,799,30.04,1
C02804,T1475,Central,Basic,299,17.69,3
C02805,T1201,Central,Standard,499,19.92,1
C02806,T1021,West,Unlimited,1199,18.61,3
C02807,T1202,East,Standard,499,21.93,1
C02808,T1222,Central,Basic,299,28.06,0
C02809,T1189,West,Basic,299,29.61,0
C02810,T1066,West,Basic,299,12.95,0
C02811,T1331,Central,Unlimited,1199,24.28,0
C02812,T1136,South,Basic,299,44.41,2
C02813,T1319,East,Basic,299,5.19,2
C02814,T1005,North,Standard,499,23.4,0
C02815,T1300,South,Basic,299,45.24,2
C02816,T1303,North,Basic,299,16.97,0
C02817,T1084,East,Basic,299,3.86,2
C02818,T1412,South,Standard,499,26.49,1
C02819,T1327,East,Basic,299,21.06,2
C02820,T1073,North,Premium,799,32.36,0
C02821,T1069,South,Basic,299,9.62,2
C02822,T1311,East,Premium,799,17.45,2
C02823,T1173,Central,Standard,499,42.68,0
C02824,T1352,East,Standard,499,26.69,1
C02825,T1392,North,Unlimited,1199,28.69,1
C02826,T1387,East,Premium,799,40.26,0
C02827,T1291,West,Unlimited,1199,20.34,1
C02828,T1356,West,Premium,799,8.34,0
C02829,T1118,North,Basic,299,38.12,2
C02830,T1294,Central,Standard,499,31.64,0
C02831,T1496,West,Unlimited,1199,34.67,1
C02832,T1021,West,Basic,299,30.28,0
C02833,T1319,East,Unlimited,1199,30.1,1
C02834,T1022,Central,Standard,499,25.53,1
C02835,T1441,East,Unlimited,1199,23.67,0
C02836,T1178,Central,Unlimited,1199,26.29,0
C02837,T1478,West,Premium,799,22.22,2
C02838,T1338,West,Premium,799,34.46,1
C02839,T1131,East,Premium,799,28.58,0
C02840,T1322,East,Standard,499,43.78,1
C02841,T1022,Central,Premium,799,24.02,1
C02842,T1146,South,Premium,799,26.16,1
C02843,T1355,South,Premium,799,16.65,2
C02844,T1473,North,Premium,799,38.67,0
C02845,T1115,North,Basic,299,37.1,0
C02846,T1063,South,Basic,299,22.26,2
C02847,T1322,East,Basic,299,11.05,3
C02848,T1367,Central,Unlimited,1199,0.17,1
C02849,T1178,Central,Premium,799,21.13,0
C02850,T1271,Central,Standard,499,27.76,0
C02851,T1145,North,Premium,799,27.82,0
C02852,T1390,North,Premium,799,32.51,1
C02853,T1203,North,Unlimited,1199,21.66,0
C02854,T1080,Central,Standard,499,42.62,1
C02855,T1305,Central,Premium,799,7.75,1
C02856,T1076,Central,Basic,299,22.65,1
C02857,T1252,North,Unlimited,1199,24.47,1
C02858,T1026,South,Premium,799,31.52,1
C02859,T1358,South,Unlimited,1199,18.09,0
C02860,T1194,Central,Basic,299,30.85,1
C02861,T1120,North,Unlimited,1199,13.87,0
C02862,T1052,West,Unlimited,1199,28.24,1
C02863,T1430,South,Standard,499,24.02,2
C02864,T1158,West,Unlimited,1199,25.77,1
C02865,T1015,North,Unlimited,1199,31.94,0
C02866,T1005,North,Premium,799,23.48,1
C02867,T1229,North,Standard,499,28.25,8
C02868,T1461,Central,Unlimited,1199,27.75,0
C02869,T1008,East,Standard,499,34.53,0
C02870,T1100,South,Premium,799,32.06,2
C02871,T1409,North,Basic,299,19.62,1
C02872,T1187,South,Premium,799,39.86,2
C02873,T1013,West,Basic,299,18.27,1
C02874,T1191,Central,Standard,499,41.83,3
C02875,T1348,East,Basic,299,11.34,0
C02876,T1034,North,Unlimited,1199,31.44,1
C02877,T1117,Central,Basic,299,19.64,1
C02878,T1216,North,Unlimited,1199,10.67,1
C02879,T1161,Central,Unlimited,1199,25.06,0
C02880,T1027,North,Premium,799,39.39,1
C02881,T1269,East,Unlimited,1199,11.24,3
C02882,T1292,South,Basic,299,37.66,1
C02883,T1191,Central,Standard,499,15.42,0
C02884,T1091,North,Premium,799,2.0,3
C02885,T1154,Central,Basic,299,16.56,0
C02886,T1107,Central,Standard,499,17.03,4
C02887,T1302,Central,Premium,799,24.86,0
C02888,T1157,Central,Unlimited,1199,29.82,0
C02889,T1290,South,Premium,799,27.28,0
C02890,T1028,East,Unlimited,1199,25.89,0
C02891,T1495,East,Premium,799,22.5,3
C02892,T1109,East,Basic,299,18.55,2
C02893,T1348,East,Premium,799,37.75,0
C02894,T1355,South,Unlimited,1199,20.87,1
C02895,T1298,South,Basic,299,30.01,4
C02896,T1370,West,Unlimited,1199,27.15,4
C02897,T1063,South,Basic,299,28.2,3
C02898,T1388,East,Unlimited,1199,30.96,4
C02899,T1222,Central,Premium,799,29.44,3
C02900,T1433,Central,Unlimited,1199,33.4,1
C02901,T1297,Central,Standard,499,9.55,2
C02902,T1219,South,Premium,799,41.37,0
C02903,T1198,South,Basic,299,17.12,3
C02904,T1283,West,Standard,499,29.55,2
C02905,T1099,North,Premium,799,15.54,0
C02906,T1365,Central,Unlimited,1199,32.5,4
C02907,T1135,Central,Unlimited,1199,21.4,1
C02908,T1202,East,Basic,299,8.45,0
C02909,T1191,Central,Unlimited,1199,28.25,0
C02910,T1025,North,Standard,499,26.79,3
C02911,T1496,West,Standard,499,17.41,1
C02912,T1381,East,Unlimited,1199,34.25,4
C02913,T1433,Central,Unlimited,1199,20.98,1
C02914,T1410,West,Basic,299,8.58,1
C02915,T1277,North,Premium,799,21.15,1
C02916,T1125,West,Basic,299,21.21,2
C02917,T1412,South,Basic,299,13.98,1
C02918,T1288,West,Standard,499,17.39,0
C02919,T1083,South,Basic,299,34.04,0
C02920,T1308,North,Premium,799,4.84,0
C02921,T1221,North,Unlimited,1199,14.34,0
C02922,T1123,East,Standard,499,13.77,3
C02923,T1435,South,Standard,499,35.36,0
C02924,T1353,West,Unlimited,1199,22.11,1
C02925,T1108,South,Standard,499,36.4,2
C02926,T1107,Central,Unlimited,1199,49.3,2
C02927,T1148,South,Premium,799,10.17,1
C02928,T1020,South,Standard,499,28.39,0
C02929,T1444,South,Standard,499,28.65,0
C02930,T1164,Central,Standard,499,38.35,0
C02931,T1390,North,Standard,499,16.37,1
C02932,T1417,Central,Unlimited,1199,23.39,0
C02933,T1478,West,Unlimited,1199,34.76,0
C02934,T1192,East,Standard,499,16.18,4
C02935,T1132,East,Standard,499,25.01,1
C02936,T1224,East,Unlimited,1199,17.38,1
C02937,T1470,South,Standard,499,13.95,1
C02938,T1318,East,Standard,499,27.49,1
C02939,T1114,West,Premium,799,15.11,2
C02940,T1333,North,Standard,499,20.58,1
C02941,T1023,East,Standard,499,2.06,0
C02942,T1122,Central,Standard,499,33.83,1
C02943,T1011,East,Basic,299,28.11,0
C02944,T1128,North,Basic,299,9.44,2
C02945,T1033,Central,Unlimited,1199,33.26,3
C02946,T1315,West,Standard,499,10.13,1
C02947,T1116,East,Standard,499,21.4,1
C02948,T1264,South,Premium,799,19.61,1
C02949,T1150,South,Standard,499,33.9,0
C02950,T1108,South,Premium,799,15.5,1
C02951,T1253,East,Basic,299,51.02,1
C02952,T1309,East,Standard,499,35.12,1
C02953,T1455,West,Basic,299,25.71,1
C02954,T1409,North,Unlimited,1199,9.45,0
C02955,T1169,West,Premium,799,20.35,1
C02956,T1441,East,Basic,299,20.31,0
C02957,T1168,South,Premium,799,19.5,1
C02958,T1353,West,Premium,799,33.14,1
C02959,T1064,Central,Unlimited,1199,23.98,0
C02960,T1029,North,Unlimited,1199,25.15,1
C02961,T1165,East,Unlimited,1199,17.54,1
C02962,T1291,West,Basic,299,17.01,0
C02963,T1103,West,Standard,499,30.46,2
C02964,T1063,South,Basic,299,31.53,1
C02965,T1001,North,Unlimited,1199,13.85,0
C02966,T1403,Central,Premium,799,29.01,1
C02967,T1125,West,Standard,499,31.37,1
C02968,T1344,East,Standard,499,9.97,0
C02969,T1094,Central,Unlimited,1199,11.43,1
C02970,T1320,South,Standard,499,19.82,2
C02971,T1467,North,Standard,499,24.45,2
C02972,T1252,North,Unlimited,1199,37.2,1
C02973,T1239,Central,Unlimited,1199,19.18,0
C02974,T1111,East,Standard,499,27.36,0
C02975,T1480,East,Basic,299,23.96,0
C02976,T1212,West,Basic,299,20.9,0
C02977,T1488,East,Unlimited,1199,16.11,0
C02978,T1205,Central,Premium,799,29.22,5
C02979,T1014,South,Unlimited,1199,26.35,0
C02980,T1001,North,Standard,499,30.66,0
C02981,T1285,North,Premium,799,19.25,1
C02982,T1026,South,Standard,499,31.39,3
C02983,T1193,South,Basic,299,8.97,5
C02984,T1314,North,Premium,799,14.81,0
C02985,T1086,South,Premium,799,29.09,1
C02986,T1069,South,Premium,799,20.22,1
C02987,T1043,West,Basic,299,38.88,1
C02988,T1327,East,Unlimited,1199,29.81,2
C02989,T1405,South,Premium,799,20.94,1
C02990,T1372,Central,Basic,299,33.67,2
C02991,T1067,East,Unlimited,1199,24.22,1
C02992,T1138,South,Basic,299,25.09,1
C02993,T1345,North,Unlimited,1199,16.07,0
C02994,T1242,North,Premium,799,26.97,0
C02995,T1259,Central,Standard,499,32.15,4
C02996,T1232,South,Unlimited,1199,31.61,3
C02997,T1070,West,Premium,799,25.48,1
C02998,T1291,West,Basic,299,30.17,2
C02999,T1431,Central,Unlimited,1199,36.44,0
C03000,T1425,Central,Standard,499,14.62,2
C03001,T1007,North,Basic,299,29.43,3
C03002,T1125,West,Unlimited,1199,30.62,3
C03003,T1097,Central,Premium,799,22.98,2
C03004,T1324,North,Unlimited,1199,22.32,1
C03005,T1452,West,Premium,799,30.6,0
C03006,T1484,North,Unlimited,1199,37.78,1
C03007,T1373,Central,Basic,299,8.99,1
C03008,T1144,East,Unlimited,1199,17.58,2
C03009,T1136,South,Premium,799,15.3,0
C03010,T1304,West,Unlimited,1199,3.58,2
C03011,T1330,North,Standard,499,26.03,1
C03012,T1053,South,Standard,499,23.63,2
C03013,T1300,South,Unlimited,1199,19.28,0
C03014,T1383,Central,Premium,799,18.84,0
C03015,T1431,Central,Basic,299,19.63,0
C03016,T1131,East,Unlimited,1199,25.4,1
C03017,T1017,South,Premium,799,13.28,1
C03018,T1416,West,Premium,799,12.08,0
C03019,T1007,North,Premium,799,19.2,2
C03020,T1305,Central,Standard,499,21.39,2
C03021,T1073,North,Unlimited,1199,35.36,2
C03022,T1396,South,Unlimited,1199,19.88,1
C03023,T1151,East,Standard,499,18.23,1
C03024,T1065,Central,Standard,499,19.01,1
C03025,T1381,East,Standard,499,33.14,0
C03026,T1499,North,Premium,799,25.73,2
C03027,T1457,Central,Unlimited,1199,19.22,2
C03028,T1051,Central,Standard,499,17.94,0
C03029,T1051,Central,Standard,499,24.83,1
C03030,T1367,Central,Basic,299,24.68,0
C03031,T1338,West,Basic,299,18.31,0
C03032,T1168,South,Premium,799,28.46,0
C03033,T1287,South,Premium,799,32.69,2
C03034,T1116,East,Premium,799,5.37,2
C03035,T1008,East,Basic,299,13.59,1
C03036,T1358,South,Basic,299,38.49,0
C03037,T1093,West,Unlimited,1199,25.41,2
C03038,T1223,South,Standard,499,33.55,2
C03039,T1070,West,Standard,499,8.99,1
C03040,T1418,North,Premium,799,31.3,0
C03041,T1480,East,Unlimited,1199,42.68,1
C03042,T1153,West,Standard,499,33.17,0
C03043,T1423,West,Standard,499,17.64,1
C03044,T1174,East,Unlimited,1199,19.57,2
C03045,T1366,Central,Unlimited,1199,42.05,5
C03046,T1356,West,Unlimited,1199,14.23,1
C03047,T1032,East,Standard,499,38.03,0
C03048,T1465,North,Standard,499,27.63,0
C03049,T1104,South,Unlimited,1199,20.65,3
C03050,T1269,East,Unlimited,1199,18.2,4
C03051,T1029,North,Premium,799,0.0,1
C03052,T1336,East,Premium,799,31.06,2
C03053,T1034,North,Unlimited,1199,30.62,1
C03054,T1267,East,Basic,299,20.3,2
C03055,T1196,Central,Basic,299,20.82,0
C03056,T1374,North,Standard,499,11.96,0
C03057,T1357,North,Premium,799,30.16,1
C03058,T1294,Central,Premium,799,9.57,2
C03059,T1205,Central,Premium,799,26.66,5
C03060,T1382,West,Premium,799,22.95,1
C03061,T1200,East,Basic,299,12.72,1
C03062,T1385,South,Premium,799,20.17,0
C03063,T1263,Central,Unlimited,1199,36.66,0
C03064,T1351,East,Unlimited,1199,19.78,1
C03065,T1319,East,Premium,799,15.88,1
C03066,T1290,South,Unlimited,1199,24.62,0
C03067,T1098,East,Standard,499,28.28,0
C03068,T1497,Central,Basic,299,16.94,2
C03069,T1438,West,Unlimited,1199,34.07,0
C03070,T1078,Central,Standard,499,14.06,6
C03071,T1411,West,Basic,299,17.4,1
C03072,T1025,North,Basic,299,19.49,2
C03073,T1293,North,Standard,499,16.2,1
C03074,T1213,Central,Basic,299,15.99,2
C03075,T1196,Central,Unlimited,1199,23.98,0
C03076,T1067,East,Basic,299,26.58,0
C03077,T1050,North,Unlimited,1199,11.69,2
C03078,T1165,East,Premium,799,15.55,1
C03079,T1461,Central,Premium,799,15.43,1
C03080,T1375,Central,Unlimited,1199,28.21,1
C03081,T1350,Central,Unlimited,1199,19.92,3
C03082,T1486,West,Premium,799,18.71,1
