fault_id,tower_id,timestamp,fault_type,severity,duration_minutes,resolved
F00710,T1113,2026-01-26 00:00:00,Network Congestion,High,76,True
F00711,T1445,2026-01-13 06:00:00,Power Issue,Critical,6,True
F00712,T1123,2026-01-09 00:00:00,Configuration Error,Low,179,True
F00713,T1181,2026-01-17 00:00:00,Power Issue,Medium,46,True
F00714,T1468,2026-01-16 12:00:00,Backhaul Failure,Medium,15,True
F00715,T1385,2026-01-07 00:00:00,Hardware Failure,High,139,True
F00716,T1294,2026-01-21 12:00:00,Backhaul Failure,Medium,100,True
F00717,T1278,2026-01-16 18:00:00,Backhaul Failure,Low,6,True
F00718,T1382,2026-01-06 12:00:00,Network Congestion,Medium,108,False
F00719,T1224,2026-01-05 12:00:00,Power Issue,Medium,53,True
F00720,T1425,2026-01-23 12:00:00,Network Congestion,Critical,74,True
F00721,T1113,2026-01-29 06:00:00,Network Congestion,Low,10,True
F00722,T1356,2026-01-19 06:00:00,Backhaul Failure,Low,21,True
F00723,T1481,2026-01-23 00:00:00,Configuration Error,Low,81,True
F00724,T1132,2026-01-15 06:00:00,Radio Degradation,Low,26,False
F00725,T1274,2026-01-30 18:00:00,Network Congestion,High,48,False
F00726,T1347,2026-01-01 12:00:00,Configuration Error,Medium,40,True
F00727,T1385,2026-01-25 06:00:00,Radio Degradation,Medium,33,False
F00728,T1078,2026-01-23 00:00:00,Configuration Error,Medium,90,True
F00729,T1273,2026-01-18 00:00:00,Power Issue,Low,98,True
F00730,T1220,2026-01-15 12:00:00,Hardware Failure,Low,45,True
F00731,T1169,2026-01-19 06:00:00,Power Issue,Low,93,True
F00732,T1043,2026-01-22 00:00:00,Radio Degradation,Low,45,True
F00733,T1005,2026-01-20 00:00:00,Configuration Error,Low,30,True
F00734,T1407,2026-01-12 18:00:00,Power Issue,Low,65,True
F00735,T1382,2026-01-15 00:00:00,Network Congestion,Medium,101,True
F00736,T1200,2026-01-26 18:00:00,Power Issue,Low,75,True
F00737,T1407,2026-01-24 18:00:00,Network Congestion,High,55,True
F00738,T1285,2026-01-07 12:00:00,Backhaul Failure,Critical,9,True
F00739,T1471,2026-01-03 18:00:00,Hardware Failure,Low,12,True
F00740,T1415,2026-01-14 06:00:00,Radio Degradation,Medium,59,True
F00741,T1085,2026-01-07 06:00:00,Backhaul Failure,Low,70,True
F00742,T1077,2026-01-27 12:00:00,Backhaul Failure,Medium,108,True
F00743,T1297,2026-01-26 00:00:00,Network Congestion,Low,125,False
F00744,T1359,2026-01-16 00:00:00,Configuration Error,Medium,424,True
F00745,T1129,2026-01-16 06:00:00,Hardware Failure,Low,102,True
F00746,T1331,2026-01-20 12:00:00,Radio Degradation,Medium,56,True
F00747,T1261,2026-01-21 18:00:00,Configuration Error,High,22,True
F00748,T1050,2026-01-19 00:00:00,Power Issue,Low,42,True
F00749,T1356,2026-01-15 06:00:00,Power Issue,Low,12,True
F00750,T1200,2026-01-21 12:00:00,Hardware Failure,Low,59,True
F00751,T1105,2026-01-17 06:00:00,Configuration Error,Low,18,True
F00752,T1369,2026-01-06 12:00:00,Power Issue,High,62,True
F00753,T1077,2026-01-09 12:00:00,Hardware Failure,Medium,31,True
F00754,T1285,2026-01-01 06:00:00,Radio Degradation,Low,32,True
F00755,T1237,2026-01-11 06:00:00,Hardware Failure,Low,36,True
F00756,T1169,2026-01-26 00:00:00,Backhaul Failure,Medium,133,True
F00757,T1468,2026-01-30 00:00:00,Backhaul Failure,Low,42,True
F00758,T1085,2026-01-27 18:00:00,Radio Degradation,Medium,91,False
F00759,T1129,2026-01-23 12:00:00,Hardware Failure,Medium,42,True
F00760,T1468,2026-01-28 06:00:00,Configuration Error,Low,121,True
F00761,T1468,2026-01-03 18:00:00,Configuration Error,High,134,True
F00762,T1247,2026-01-25 18:00:00,Backhaul Failure,Low,29,True
F00763,T1340,2026-01-17 00:00:00,Backhaul Failure,Low,33,True
F00764,T1331,2026-01-10 00:00:00,Hardware Failure,High,9,False
F00765,T1181,2026-01-19 06:00:00,Network Congestion,Medium,60,True
F00766,T1285,2026-01-28 12:00:00,Radio Degradation,Low,100,True
F00767,T1366,2026-01-25 06:00:00,Radio Degradation,Medium,5,True
F00768,T1304,2026-01-25 00:00:00,Radio Degradation,Low,13,True
F00769,T1054,2026-01-06 00:00:00,Configuration Error,Low,131,True
F00770,T1366,2026-01-28 18:00:00,Power Issue,Medium,151,True
F00771,T1273,2026-01-04 06:00:00,Power Issue,Critical,13,True
F00772,T1233,2026-01-08 18:00:00,Hardware Failure,High,5,True
F00773,T1494,2026-01-04 06:00:00,Backhaul Failure,High,73,True
F00774,T1481,2026-01-24 00:00:00,Hardware Failure,Low,124,True
F00775,T1054,2026-01-15 12:00:00,Configuration Error,Critical,29,True
F00776,T1330,2026-01-14 12:00:00,Backhaul Failure,Low,5,True
F00777,T1228,2026-01-22 12:00:00,Network Congestion,Low,9,True
F00778,T1273,2026-01-04 18:00:00,Backhaul Failure,Medium,21,True
F00779,T1214,2026-01-05 18:00:00,Backhaul Failure,Medium,17,False
F00780,T1495,2026-01-30 06:00:00,Hardware Failure,Low,20,True
F00781,T1256,2026-01-20 18:00:00,Hardware Failure,Low,87,True
F00782,T1059,2026-01-09 12:00:00,Configuration Error,High,7,True
F00783,T1055,2026-01-20 18:00:00,Backhaul Failure,Medium,55,True
F00784,T1266,2026-01-04 00:00:00,Power Issue,Medium,9,True
F00785,T1085,2026-01-01 00:00:00,Configuration Error,Low,60,True
F00786,T1273,2026-01-01 06:00:00,Backhaul Failure,Medium,15,True
F00787,T1077,2026-01-20 00:00:00,Hardware Failure,Medium,50,True
F00788,T1059,2026-01-26 18:00:00,Network Congestion,Low,99,True
F00789,T1366,2026-01-09 12:00:00,Radio Degradation,Medium,72,False
F00790,T1306,2026-01-14 00:00:00,Backhaul Failure,Medium,94,True
F00791,T1018,2026-01-15 00:00:00,Hardware Failure,Low,72,True
F00792,T1077,2026-01-29 06:00:00,Backhaul Failure,Medium,7,True
F00793,T1184,2026-01-16 00:00:00,Radio Degradation,Medium,22,True
F00794,T1346,2026-01-18 18:00:00,Backhaul Failure,Medium,67,True
F00795,T1229,2026-01-13 12:00:00,Backhaul Failure,Medium,43,True
F00796,T1273,2026-01-12 12:00:00,Power Issue,Low,7,True
F00797,T1468,2026-01-27 12:00:00,Power Issue,High,39,True
F00798,T1212,2026-01-29 12:00:00,Backhaul Failure,Low,213,True
F00799,T1193,2026-01-14 12:00:00,Hardware Failure,Medium,93,True
F00800,T1012,2026-01-10 00:00:00,Configuration Error,Low,160,True
F00801,T1078,2026-01-06 00:00:00,Radio Degradation,Low,12,True
F00802,T1407,2026-01-19 18:00:00,Power Issue,Low,21,True
F00803,T1247,2026-01-11 18:00:00,Radio Degradation,Low,114,True
F00804,T1265,2026-01-04 06:00:00,Power Issue,Medium,9,True
F00805,T1055,2026-01-11 06:00:00,Radio Degradation,Low,33,False
F00806,T1256,2026-01-16 00:00:00,Radio Degradation,Low,37,True
F00807,T1077,2026-01-19 18:00:00,Network Congestion,Medium,45,False
F00808,T1204,2026-01-28 00:00:00,Radio Degradation,Low,123,True
F00809,T1353,2026-01-16 18:00:00,Network Congestion,Low,38,True
F00810,T1077,2026-01-17 12:00:00,Backhaul Failure,Medium,74,True
F00811,T1200,2026-01-13 12:00:00,Radio Degradation,Medium,10,True
F00812,T1330,2026-01-06 00:00:00,Configuration Error,Medium,13,True
F00813,T1245,2026-01-16 06:00:00,Configuration Error,Critical,20,True
F00814,T1494,2026-01-09 18:00:00,Radio Degradation,Medium,24,True
F00815,T1256,2026-01-12 18:00:00,Network Congestion,Low,53,True
F00816,T1212,2026-01-10 18:00:00,Backhaul Failure,Low,45,True
F00817,T1331,2026-01-21 06:00:00,Backhaul Failure,Low,162,True
F00818,T1425,2026-01-09 06:00:00,Backhaul Failure,Low,20,True
F00819,T1297,2026-01-08 12:00:00,Backhaul Failure,Medium,34,False
F00820,T1407,2026-01-21 00:00:00,Network Congestion,Low,55,True
F00821,T1261,2026-01-26 12:00:00,Configuration Error,Medium,40,True
F00822,T1337,2026-01-24 18:00:00,Hardware Failure,Low,72,True
F00823,T1356,2026-01-20 12:00:00,Hardware Failure,High,15,True
F00824,T1373,2026-01-22 00:00:00,Backhaul Failure,High,36,True
F00825,T1085,2026-01-08 00:00:00,Radio Degradation,Medium,122,False
F00826,T1294,2026-01-22 12:00:00,Backhaul Failure,High,5,True
F00827,T1214,2026-01-25 12:00:00,Power Issue,High,66,True
F00828,T1354,2026-01-24 06:00:00,Backhaul Failure,Low,15,True
F00829,T1151,2026-01-09 18:00:00,Backhaul Failure,Low,5,True
F00830,T1265,2026-01-18 12:00:00,Configuration Error,High,74,True
F00831,T1407,2026-01-16 06:00:00,Power Issue,High,86,False
F00832,T1373,2026-01-16 12:00:00,Power Issue,Low,9,False
F00833,T1005,2026-01-02 00:00:00,Configuration Error,High,50,True
F00834,T1022,2026-01-18 18:00:00,Power Issue,Medium,76,True
F00835,T1346,2026-01-04 06:00:00,Backhaul Failure,Low,58,False
F00836,T1053,2026-01-30 12:00:00,Power Issue,Low,5,True
F00837,T1326,2026-01-10 06:00:00,Network Congestion,High,16,True
F00838,T1012,2026-01-14 00:00:00,Power Issue,High,32,True
F00839,T1265,2026-01-16 18:00:00,Power Issue,Medium,122,True
F00840,T1259,2026-01-27 06:00:00,Configuration Error,Low,58,True
F00841,T1200,2026-01-20 12:00:00,Backhaul Failure,Medium,19,True
F00842,T1012,2026-01-21 06:00:00,Configuration Error,Medium,8,True
F00843,T1176,2026-01-13 06:00:00,Configuration Error,Low,32,True
F00844,T1472,2026-01-06 06:00:00,Radio Degradation,Medium,122,True
F00845,T1178,2026-01-25 06:00:00,Radio Degradation,Medium,14,True
F00846,T1356,2026-01-15 18:00:00,Configuration Error,Low,176,True
F00847,T1404,2026-01-27 12:00:00,Power Issue,Low,23,True
F00848,T1159,2026-01-13 18:00:00,Radio Degradation,Low,87,False
F00849,T1481,2026-01-21 06:00:00,Hardware Failure,Critical,9,True
F00850,T1458,2026-01-28 06:00:00,Hardware Failure,Medium,5,True
F00851,T1261,2026-01-05 00:00:00,Power Issue,Low,91,True
F00852,T1336,2026-01-23 18:00:00,Backhaul Failure,High,87,True
F00853,T1220,2026-01-23 06:00:00,Network Congestion,High,86,True
F00854,T1415,2026-01-10 18:00:00,Backhaul Failure,Low,214,True
F00855,T1127,2026-01-07 12:00:00,Configuration Error,Medium,5,True
F00856,T1237,2026-01-26 06:00:00,Hardware Failure,Low,5,True
F00857,T1313,2026-01-15 06:00:00,Power Issue,Medium,198,True
F00858,T1445,2026-01-01 18:00:00,Network Congestion,High,80,False
F00859,T1053,2026-01-22 06:00:00,Configuration Error,Low,48,True
F00860,T1127,2026-01-09 00:00:00,Hardware Failure,Medium,78,True
F00861,T1326,2026-01-16 12:00:00,Radio Degradation,High,29,False
F00862,T1127,2026-01-23 00:00:00,Hardware Failure,Low,78,True
F00863,T1077,2026-01-13 12:00:00,Network Congestion,Critical,71,True
F00864,T1304,2026-01-06 12:00:00,Network Congestion,Medium,58,False
F00865,T1494,2026-01-05 00:00:00,Power Issue,Medium,85,True
F00866,T1261,2026-01-04 12:00:00,Hardware Failure,Critical,63,True
F00867,T1352,2026-01-24 12:00:00,Backhaul Failure,Low,5,True
F00868,T1298,2026-01-27 12:00:00,Radio Degradation,Low,5,True
F00869,T1356,2026-01-24 18:00:00,Network Congestion,Medium,150,False
F00870,T1359,2026-01-26 18:00:00,Hardware Failure,Low,116,True
F00871,T1159,2026-01-02 18:00:00,Power Issue,Low,108,True
F00872,T1472,2026-01-29 18:00:00,Hardware Failure,Medium,34,False
F00873,T1481,2026-01-16 18:00:00,Backhaul Failure,Low,15,True
F00874,T1285,2026-01-04 12:00:00,Hardware Failure,Low,85,True
F00875,T1123,2026-01-24 12:00:00,Radio Degradation,High,39,True
F00876,T1304,2026-01-01 06:00:00,Backhaul Failure,High,7,True
F00877,T1059,2026-01-22 00:00:00,Power Issue,Low,188,True
F00878,T1346,2026-01-04 18:00:00,Power Issue,Medium,23,False
F00879,T1278,2026-01-05 00:00:00,Hardware Failure,Medium,93,True
F00880,T1175,2026-01-15 12:00:00,Radio Degradation,Medium,46,True
F00881,T1337,2026-01-21 18:00:00,Power Issue,High,138,False
F00882,T1205,2026-01-05 06:00:00,Hardware Failure,High,42,True
F00883,T1229,2026-01-24 00:00:00,Radio Degradation,Critical,19,True
F00884,T1274,2026-01-09 06:00:00,Network Congestion,Critical,16,True
F00885,T1395,2026-01-01 06:00:00,Network Congestion,Low,20,True
F00886,T1012,2026-01-25 06:00:00,Hardware Failure,Low,60,True
F00887,T1495,2026-01-26 12:00:00,Configuration Error,Medium,113,True
F00888,T1259,2026-01-27 12:00:00,Radio Degradation,Low,9,True
F00889,T1184,2026-01-16 12:00:00,Radio Degradation,Medium,49,True
F00890,T1407,2026-01-26 12:00:00,Radio Degradation,Low,63,True
F00891,T1395,2026-01-02 12:00:00,Backhaul Failure,Medium,5,True
F00892,T1204,2026-01-05 18:00:00,Radio Degradation,Medium,22,True
F00893,T1385,2026-01-15 18:00:00,Hardware Failure,High,85,True
F00894,T1347,2026-01-05 12:00:00,Network Congestion,Medium,5,True
F00895,T1224,2026-01-18 00:00:00,Hardware Failure,Medium,120,True
F00896,T1237,2026-01-04 18:00:00,Configuration Error,Medium,27,True
F00897,T1193,2026-01-09 00:00:00,Radio Degradation,Low,10,True
F00898,T1494,2026-01-06 06:00:00,Backhaul Failure,Low,143,True
F00899,T1393,2026-01-10 12:00:00,Radio Degradation,Medium,20,True
F00900,T1043,2026-01-20 12:00:00,Power Issue,Critical,39,True
F00901,T1159,2026-01-07 06:00:00,Hardware Failure,Medium,15,True
F00902,T1273,2026-01-04 18:00:00,Radio Degradation,Low,105,True
F00903,T1336,2026-01-06 18:00:00,Backhaul Failure,Medium,34,True
F00904,T1354,2026-01-20 18:00:00,Power Issue,Medium,48,False
F00905,T1373,2026-01-23 18:00:00,Power Issue,Low,56,True
F00906,T1169,2026-01-04 00:00:00,Configuration Error,Critical,105,True
F00907,T1181,2026-01-16 06:00:00,Configuration Error,Low,59,True
F00908,T1049,2026-01-07 00:00:00,Power Issue,High,5,True
F00909,T1407,2026-01-01 00:00:00,Network Congestion,High,5,True
F00910,T1018,2026-01-16 18:00:00,Hardware Failure,High,26,True
F00911,T1256,2026-01-10 18:00:00,Hardware Failure,Low,84,True
F00912,T1204,2026-01-14 18:00:00,Backhaul Failure,Medium,25,True
F00913,T1330,2026-01-10 00:00:00,Backhaul Failure,Low,129,True
F00914,T1401,2026-01-20 18:00:00,Network Congestion,Medium,23,True
F00915,T1407,2026-01-19 12:00:00,Radio Degradation,Low,95,True
F00916,T1200,2026-01-29 18:00:00,Hardware Failure,Medium,5,False
F00917,T1492,2026-01-15 18:00:00,Hardware Failure,Low,12,True
F00918,T1228,2026-01-12 18:00:00,Network Congestion,Medium,104,True
F00919,T1346,2026-01-11 18:00:00,Network Congestion,High,13,True
F00920,T1184,2026-01-14 12:00:00,Backhaul Failure,High,55,True
F00921,T1313,2026-01-07 12:00:00,Configuration Error,Medium,56,True
F00922,T1468,2026-01-06 06:00:00,Network Congestion,Medium,33,True
F00923,T1200,2026-01-16 12:00:00,Network Congestion,Low,11,True
F00924,T1247,2026-01-12 12:00:00,Power Issue,Medium,52,True
F00925,T1366,2026-01-02 00:00:00,Power Issue,Medium,75,True
F00926,T1214,2026-01-18 06:00:00,Backhaul Failure,Low,63,True
F00927,T1193,2026-01-25 00:00:00,Radio Degradation,Low,7,True
F00928,T1113,2026-01-28 00:00:00,Configuration Error,Low,5,False
F00929,T1266,2026-01-27 00:00:00,Hardware Failure,High,15,True
F00930,T1216,2026-01-27 00:00:00,Radio Degradation,Low,7,True
F00931,T1181,2026-01-30 12:00:00,Network Congestion,Medium,11,True
F00932,T1212,2026-01-17 18:00:00,Configuration Error,High,69,True
F00933,T1373,2026-01-11 06:00:00,Hardware Failure,High,22,True
F00934,T1200,2026-01-25 00:00:00,Network Congestion,High,74,True
F00935,T1054,2026-01-17 06:00:00,Hardware Failure,Low,44,True
F00936,T1200,2026-01-12 06:00:00,Network Congestion,High,116,True
F00937,T1288,2026-01-05 18:00:00,Backhaul Failure,High,35,True
F00938,T1294,2026-01-26 12:00:00,Hardware Failure,Medium,27,True
F00939,T1204,2026-01-26 00:00:00,Hardware Failure,Low,93,True
F00940,T1123,2026-01-14 00:00:00,Backhaul Failure,High,5,True
F00941,T1012,2026-01-05 00:00:00,Configuration Error,Critical,69,True
F00942,T1294,2026-01-10 18:00:00,Backhaul Failure,High,47,True
F00943,T1077,2026-01-24 12:00:00,Power Issue,Low,94,True
F00944,T1353,2026-01-20 06:00:00,Configuration Error,Medium,20,True
F00945,T1191,2026-01-20 18:00:00,Configuration Error,Low,5,True
F00946,T1178,2026-01-13 06:00:00,Power Issue,Low,13,True
F00947,T1184,2026-01-24 06:00:00,Radio Degradation,Critical,5,True
F00948,T1395,2026-01-17 12:00:00,Radio Degradation,Low,17,True
F00949,T1247,2026-01-01 12:00:00,Network Congestion,High,79,True
F00950,T1407,2026-01-17 00:00:00,Configuration Error,Low,5,True
F00951,T1301,2026-01-17 12:00:00,Hardware Failure,Low,149,True
F00952,T1214,2026-01-15 12:00:00,Radio Degradation,Medium,78,True
F00953,T1326,2026-01-26 06:00:00,Power Issue,Low,76,True
F00954,T1204,2026-01-19 06:00:00,Configuration Error,Low,145,True
F00955,T1216,2026-01-11 06:00:00,Power Issue,Medium,35,True
F00956,T1407,2026-01-27 18:00:00,Hardware Failure,Low,142,True
F00957,T1468,2026-01-16 06:00:00,Backhaul Failure,Low,46,True
F00958,T1274,2026-01-19 18:00:00,Power Issue,Medium,107,True
F00959,T1018,2026-01-23 18:00:00,Configuration Error,Critical,52,True
F00960,T1285,2026-01-17 06:00:00,Backhaul Failure,Medium,27,True
F00961,T1393,2026-01-17 00:00:00,Configuration Error,Low,126,True
F00962,T1354,2026-01-06 12:00:00,Hardware Failure,Medium,33,True
F00963,T1214,2026-01-12 12:00:00,Hardware Failure,Medium,159,True
F00964,T1382,2026-01-12 12:00:00,Power Issue,Medium,8,True
F00965,T1285,2026-01-26 18:00:00,Hardware Failure,High,23,True
F00966,T1054,2026-01-07 06:00:00,Configuration Error,Medium,93,True
F00967,T1492,2026-01-03 00:00:00,Backhaul Failure,Medium,6,True
F00968,T1043,2026-01-29 12:00:00,Backhaul Failure,Medium,81,True
F00969,T1005,2026-01-05 06:00:00,Radio Degradation,Medium,42,True
F00970,T1055,2026-01-15 06:00:00,Configuration Error,Low,33,True
F00971,T1055,2026-01-20 18:00:00,Backhaul Failure,Low,32,True
F00972,T1191,2026-01-02 18:00:00,Configuration Error,Low,123,True
F00973,T1123,2026-01-23 00:00:00,Radio Degradation,Medium,46,True
F00974,T1382,2026-01-18 00:00:00,Configuration Error,Medium,6,True
F00975,T1313,2026-01-18 00:00:00,Radio Degradation,Medium,8,True
F00976,T1366,2026-01-29 00:00:00,Hardware Failure,Medium,20,True
F00977,T1247,2026-01-09 06:00:00,Network Congestion,High,115,True
F00978,T1304,2026-01-15 00:00:00,Radio Degradation,Medium,5,True
F00979,T1337,2026-01-16 00:00:00,Power Issue,Medium,113,True
F00980,T1353,2026-01-11 18:00:00,Power Issue,Low,135,False
F00981,T1191,2026-01-06 12:00:00,Network Congestion,Low,20,True
F00982,T1347,2026-01-10 18:00:00,Configuration Error,Low,257,True
F00983,T1278,2026-01-06 00:00:00,Configuration Error,Low,29,True
F00984,T1356,2026-01-05 18:00:00,Power Issue,Low,110,False
F00985,T1214,2026-01-02 06:00:00,Network Congestion,High,150,True
F00986,T1059,2026-01-17 18:00:00,Hardware Failure,Low,37,True
F00987,T1330,2026-01-14 00:00:00,Backhaul Failure,Low,201,True
F00988,T1247,2026-01-09 00:00:00,Network Congestion,High,106,True
F00989,T1468,2026-01-10 18:00:00,Backhaul Failure,Low,6,True
F00990,T1181,2026-01-26 06:00:00,Power Issue,Medium,19,True
F00991,T1037,2026-01-18 18:00:00,Radio Degradation,Medium,76,True
F00992,T1494,2026-01-27 12:00:00,Configuration Error,Critical,5,True
F00993,T1175,2026-01-09 12:00:00,Configuration Error,Low,7,True
F00994,T1301,2026-01-07 12:00:00,Hardware Failure,Low,209,True
F00995,T1331,2026-01-10 00:00:00,Backhaul Failure,Medium,5,True
F00996,T1401,2026-01-18 12:00:00,Backhaul Failure,Low,17,True
F00997,T1356,2026-01-29 12:00:00,Configuration Error,Low,64,True
F00998,T1043,2026-01-09 06:00:00,Configuration Error,Critical,33,True
F00999,T1266,2026-01-20 12:00:00,Hardware Failure,High,9,True
F01000,T1176,2026-01-20 18:00:00,Hardware Failure,High,18,True
F01001,T1237,2026-01-18 18:00:00,Backhaul Failure,Medium,98,True
F01002,T1178,2026-01-21 00:00:00,Radio Degradation,Low,100,True
F01003,T1055,2026-01-15 00:00:00,Power Issue,Critical,18,True
F01004,T1127,2026-01-12 18:00:00,Network Congestion,High,70,True
F01005,T1336,2026-01-04 18:00:00,Power Issue,High,29,True
F01006,T1220,2026-01-24 00:00:00,Power Issue,Medium,62,True
F01007,T1169,2026-01-03 12:00:00,Configuration Error,Low,134,False
F01008,T1373,2026-01-02 12:00:00,Backhaul Failure,High,97,True
F01009,T1181,2026-01-01 06:00:00,Configuration Error,Low,38,True
F01010,T1205,2026-01-17 18:00:00,Network Congestion,Medium,94,True
F01011,T1205,2026-01-22 06:00:00,Hardware Failure,Medium,5,True
F01012,T1468,2026-01-09 06:00:00,Radio Degradation,Medium,37,True
F01013,T1273,2026-01-01 12:00:00,Configuration Error,Medium,41,True
F01014,T1407,2026-01-21 00:00:00,Power Issue,Medium,160,False
F01015,T1352,2026-01-04 18:00:00,Backhaul Failure,Low,7,True
F01016,T1401,2026-01-08 00:00:00,Power Issue,High,31,True
F01017,T1356,2026-01-01 18:00:00,Network Congestion,Low,39,True
F01018,T1297,2026-01-24 06:00:00,Configuration Error,Medium,84,True
F01019,T1037,2026-01-07 06:00:00,Power Issue,Low,37,True
F01020,T1259,2026-01-01 18:00:00,Backhaul Failure,High,59,True
F01021,T1301,2026-01-30 12:00:00,Power Issue,Low,5,True
F01022,T1078,2026-01-27 00:00:00,Power Issue,Medium,63,True
F01023,T1105,2026-01-25 18:00:00,Hardware Failure,Medium,40,True
F01024,T1445,2026-01-02 00:00:00,Backhaul Failure,Low,96,True
F01025,T1331,2026-01-26 06:00:00,Hardware Failure,High,23,True
F01026,T1077,2026-01-20 18:00:00,Hardware Failure,Low,77,True
F01027,T1224,2026-01-10 18:00:00,Backhaul Failure,Low,100,True
F01028,T1288,2026-01-28 00:00:00,Backhaul Failure,Low,30,True
F01029,T1313,2026-01-20 00:00:00,Power Issue,Medium,85,True
F01030,T1297,2026-01-15 12:00:00,Radio Degradation,Low,47,True
F01031,T1127,2026-01-23 00:00:00,Radio Degradation,High,80,True
F01032,T1245,2026-01-05 12:00:00,Power Issue,Medium,16,True
F01033,T1018,2026-01-06 06:00:00,Network Congestion,High,22,True
F01034,T1382,2026-01-19 18:00:00,Radio Degradation,Critical,15,True
F01035,T1382,2026-01-19 06:00:00,Network Congestion,Medium,25,True
F01036,T1385,2026-01-12 00:00:00,Radio Degradation,Medium,5,True
F01037,T1229,2026-01-08 00:00:00,Backhaul Failure,Low,125,False
F01038,T1359,2026-01-30 06:00:00,Hardware Failure,Low,12,True
F01039,T1113,2026-01-23 18:00:00,Radio Degradation,Medium,113,True
F01040,T1205,2026-01-11 12:00:00,Backhaul Failure,Low,129,True
F01041,T1337,2026-01-16 06:00:00,Hardware Failure,Medium,48,True
F01042,T1494,2026-01-20 06:00:00,Network Congestion,Medium,32,True
F01043,T1471,2026-01-26 18:00:00,Network Congestion,Medium,173,True
F01044,T1176,2026-01-12 00:00:00,Hardware Failure,Low,5,True
F01045,T1285,2026-01-10 18:00:00,Network Congestion,Medium,96,False
F01046,T1373,2026-01-02 00:00:00,Network Congestion,Low,83,True
F01047,T1261,2026-01-24 06:00:00,Power Issue,High,94,True
F01048,T1256,2026-01-01 06:00:00,Power Issue,High,26,True
F01049,T1273,2026-01-05 18:00:00,Configuration Error,High,20,True
F01050,T1181,2026-01-10 18:00:00,Network Congestion,Low,113,True
F01051,T1123,2026-01-17 18:00:00,Configuration Error,Low,110,True
F01052,T1468,2026-01-26 06:00:00,Network Congestion,Medium,53,True
F01053,T1356,2026-01-20 18:00:00,Configuration Error,Low,89,True
F01054,T1298,2026-01-19 06:00:00,Radio Degradation,Low,25,True
F01055,T1037,2026-01-02 12:00:00,Network Congestion,High,25,False
F01056,T1265,2026-01-07 00:00:00,Backhaul Failure,High,35,True
F01057,T1123,2026-01-17 18:00:00,Configuration Error,High,5,True
F01058,T1294,2026-01-15 06:00:00,Power Issue,Medium,62,True
F01059,T1175,2026-01-23 18:00:00,Backhaul Failure,Low,22,True
F01060,T1304,2026-01-21 00:00:00,Network Congestion,Low,10,True
F01061,T1326,2026-01-13 06:00:00,Power Issue,Medium,10,True
F01062,T1425,2026-01-30 12:00:00,Power Issue,Medium,9,True
F01063,T1445,2026-01-10 18:00:00,Radio Degradation,Low,17,True
F01064,T1494,2026-01-17 12:00:00,Backhaul Failure,Medium,46,True
F01065,T1132,2026-01-26 18:00:00,Power Issue,Low,46,True
F01066,T1018,2026-01-08 12:00:00,Configuration Error,Low,25,False
F01067,T1385,2026-01-27 00:00:00,Power Issue,High,12,True
F01068,T1105,2026-01-12 00:00:00,Radio Degradation,Low,58,True
F01069,T1471,2026-01-09 12:00:00,Configuration Error,High,75,True
F01070,T1352,2026-01-07 06:00:00,Configuration Error,Medium,8,False
F01071,T1336,2026-01-25 12:00:00,Power Issue,High,101,True
F01072,T1274,2026-01-13 00:00:00,Backhaul Failure,Medium,13,False
F01073,T1347,2026-01-28 18:00:00,Network Congestion,Low,43,True
F01074,T1228,2026-01-08 18:00:00,Configuration Error,High,7,True
F01075,T1445,2026-01-11 06:00:00,Backhaul Failure,High,78,True
F01076,T1181,2026-01-15 18:00:00,Radio Degradation,Low,20,True
F01077,T1468,2026-01-10 00:00:00,Backhaul Failure,High,39,True
F01078,T1078,2026-01-08 18:00:00,Backhaul Failure,Medium,13,True
F01079,T1113,2026-01-18 12:00:00,Power Issue,Medium,23,True
F01080,T1306,2026-01-30 06:00:00,Network Congestion,Critical,7,False
F01081,T1205,2026-01-21 18:00:00,Backhaul Failure,Low,5,True
F01082,T1049,2026-01-13 06:00:00,Backhaul Failure,Low,34,True
F01083,T1043,2026-01-21 12:00:00,Hardware Failure,Low,21,True
F01084,T1129,2026-01-02 18:00:00,Hardware Failure,Low,25,True
F01085,T1184,2026-01-10 06:00:00,Network Congestion,Low,14,True
F01086,T1266,2026-01-02 12:00:00,Radio Degradation,Low,31,True
F01087,T1237,2026-01-13 06:00:00,Hardware Failure,Low,5,True
F01088,T1354,2026-01-03 18:00:00,Network Congestion,Low,11,True
F01089,T1072,2026-01-27 18:00:00,Network Congestion,Medium,33,False
F01090,T1404,2026-01-07 18:00:00,Power Issue,Low,61,False
F01091,T1043,2026-01-03 18:00:00,Radio Degradation,High,5,True
F01092,T1205,2026-01-29 18:00:00,Backhaul Failure,Medium,79,True
F01093,T1395,2026-01-10 18:00:00,Power Issue,Medium,13,True
F01094,T1077,2026-01-13 06:00:00,Backhaul Failure,Low,81,True
F01095,T1050,2026-01-14 18:00:00,Backhaul Failure,High,15,True
F01096,T1205,2026-01-04 18:00:00,Configuration Error,High,332,True
F01097,T1425,2026-01-09 12:00:00,Configuration Error,High,139,True
F01098,T1401,2026-01-29 06:00:00,Backhaul Failure,Medium,108,True
F01099,T1214,2026-01-12 00:00:00,Hardware Failure,Medium,139,True
